ID,Vacancy_name,Salary,Experience,Company_name,Location
52,Менеджер по продажам средств защиты растений,от 500 000 ₸ на руки,Без опыта,ТОО STRATERA,Кокшетау
53,Менеджер по продажам и работе с клиентами,450 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП М.двери (Пон В.В.),Шымкент
54,Ведущий менеджер по продажам .,350 000 – 1 200 000 ₸ до вычета налогов,Без опыта,ТОО Стальной Мир,Алматы
55,Менеджер по продажам средств защиты растений,от 500 000 ₸ на руки,Без опыта,ТОО STRATERA,Семей
56,Менеджер по продажам,300 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО ENERGOMODUL,Астана
57,Менеджер по оптовым продажам игрушки,250 000 – 750 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО KitonikGroup,Алматы
58,Региональный менеджер по продажам,580 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО QSS CENTRAL ASIA,Астана
59,Менеджер по продажам,200 000 – 350 000 ₸ на руки,Без опыта,ИП ИВАНОВ И.А. «Школа робототехники Byte»,Кокшетау
60,Менеджер по продажам средств защиты растений,от 500 000 ₸ на руки,Без опыта,ТОО STRATERA,Атбасар
61,Менеджер по продажам,200 000 – 350 000 ₸ на руки,Без опыта,ИП ИВАНОВ И.А. «Школа робототехники Byte»,Уральск
62,Специалист по продажам IT услуг (удаленно),330 000 – 1 000 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО DataBoom,Астана
63,Специалист по продажам IT услуг (удаленно),330 000 – 1 000 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО DataBoom,Алматы
64,Менеджер по оптовым продажам,300 000 – 600 000 ₸ на руки,Опыт 1-3 года,"INTELLPACK, компания",Алматы
65,Менеджер по продажам средств защиты растений,от 500 000 ₸ на руки,Без опыта,ТОО STRATERA,Новоишимское
66,Менеджер по продажам,300 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП Жумабекова Ж.С.,Астана
67,Менеджер по продажам,350 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ПО Unilux,Алматы
68,Менеджер по продажам и работе с клиентами,450 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП М.двери (Пон В.В.),Шымкент
69,Менеджер по продажам,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО MCS GROUP,Караганда
70,Менеджер по продажам,100 000 – 600 000 ₸ на руки,Опыт 1-3 года,ИП Ауганбаев Р. С.,Алматы
71,Менеджер по продажам (онлайн),до 210 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО DataBoom,Алматы
72,Менеджер по продажам в школу IT,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Decode Group,Алматы
73,Менеджер по продажам,300 000 – 600 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Торговый дом ВВМ,Алматы
74,Менеджер по продажам,280 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП ASYL,Астана
75,Менеджер по продажам логистических услуг,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО ALINE (АЛАЙН),Алматы
76,Менеджер по продажам,от 250 000 ₸ на руки,Опыт 1-3 года,ИП Эверест,Астана
77,Менеджер по продажам,200 000 – 600 000 ₸ на руки,Без опыта,ТОО ИТС-Астана,Астана
78,Менеджер по продажам (Юг Казахстана),250 000 – 500 000 ₸ на руки,Опыт 1-3 года,"INTELLPACK, компания",Шымкент
79,Менеджер по продажам запасных частей,350 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО LKW-Avtodom,Павлодар
80,Менеджер по продажам,500 000 – 800 000 ₸ до вычета налогов,Без опыта,ТОО Usma.kz,Алматы
81,Менеджер по продажам,580 000 – 2 300 000 ₸ на руки,Без опыта,ТОО MetaStudy,Алматы
82,Менеджер по продажам,500 000 – 1 000 000 ₸ на руки,Без опыта,ИП Айсафи,Алматы
83,Менеджер по продажам (график 5/2),350 000 – 500 000 ₸ на руки,Без опыта,ИП Фаизов Эльдар Гиниятович,Астана
84,Менеджер по продажам,300 000 – 1 500 000 ₸ на руки,Без опыта,ТОО QazaqMedia,Алматы
85,Менеджер по продажам услуг,400 000 – 1 500 000 ₸ на руки,Без опыта,ТОО Империя недвижимости,Астана
86,Менеджер по продажам мебели,700 000 – 2 000 000 ₸ до вычета налогов,Без опыта,1schet.kz,Алматы
87,Менеджер по продажам,от 900 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Toolsmart,Алматы
88,Менеджер по продажам,400 000 – 1 500 000 ₸ на руки,Без опыта,ИП Ipoteka Invest,Астана
89,Менеджер по продажам,500 000 – 800 000 ₸ до вычета налогов,Без опыта,ТОО ecoZere-Omega,Астана
90,Менеджер по продажам,350 000 – 2 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО QALANKZ,Алматы
91,Самый улыбчивый менеджер продаж,300 000 – 500 000 ₸ на руки,Без опыта,ТОО Монста,Алматы
92,Менеджер по продажам,750 000 – 4 500 000 ₸ на руки,Без опыта,ТОО АГЕНТСТВО НЕДВИЖИМОСТИ МЕЧТА,Алматы
93,Менеджер по продажам,745 000 – 1 215 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Positive gc (Pozitiv),Астана
94,Менеджер по продажам,400 000 – 950 000 ₸ на руки,Без опыта,ТОО OKO GROUP,Алматы
95,Менеджер по продажам оборудования,от 119 753 ₽ на руки,Опыт 3-6 лет,Холдинг Форинтек,Алматы
96,Менеджер по продажам,500 000 – 2 000 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Компания Отопительных систем ALSEIT,Астана
97,Менеджер по продажам,500 000 – 1 500 000 ₸ на руки,Опыт 1-3 года,ИП Бахадур,Алматы
98,Менеджер по продажам (ГОРЯЧИЕ ЛИДЫ!),400 000 – 890 000 ₸ до вычета налогов,Без опыта,ТОО HR Sprint,Астана
99,Менеджер по продажам (теплые клиенты),750 000 – 3 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР ИМПЛАНТ ПРОФИ,Алматы
100,Менеджер по продажам и работе с клиентами,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
101,Менеджер по продажам (ГОРЯЧИЕ ЛИДЫ!),400 000 – 890 000 ₸ до вычета налогов,Без опыта,ТОО HR Sprint,Астана
102,Менеджер по продажам (теплые клиенты),750 000 – 3 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР ИМПЛАНТ ПРОФИ,Алматы
103,Менеджер по продажам и работе с клиентами,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
104,Менеджер по продажам,500 000 – 800 000 ₸ на руки,Без опыта,ТОО ЕВРО МЕТАЛЛ-АЛМАТЫ,Алматы
105,Менеджер по продажам,300 000 – 800 000 ₸ до вычета налогов,Без опыта,ИП Askhat.online,Алматы
106,Менеджер по продажам,350 000 – 1 200 000 ₸ на руки,Без опыта,ТОО Stool.kz,Астана
107,Менеджер по продажам строительных материалов,500 000 – 2 000 000 ₸ на руки,Опыт 1-3 года,ТОО Serilik-M Construction,Алматы
108,Менеджер по продажам в интернет магазин,50 000 – 200 000 ₽ на руки,Без опыта,ООО Интертрейд 21,Алматы
109,Менеджер по продажам,500 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Millennium Astana,Шымкент
110,Менеджер по продажам и работе с клиентами,500 000 – 2 000 000 ₸ на руки,Опыт 1-3 года,ТОО KERBEZ Ary,Астана
111,Менеджер по продажам,350 000 – 550 000 ₸ на руки,Без опыта,ИП Bekman,Астана
112,Менеджер по продажам,500 000 – 3 000 000 ₸ до вычета налогов,Без опыта,ТОО Стальная Федерация,Алматы
113,Менеджер по продажам,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО DAISU клиника,Алматы
114,Менеджер по продажам,450 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,"ТОО Huapu Industrial (HK) CO., LIMITED",Алматы
115,Менеджер по продажам,400 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Абылканова,Астана
116,Менеджер по продажам,330 000 – 4 000 000 ₸ на руки,Опыт 1-3 года,ТОО CemEX Engineering,Новоишимское
117,Менеджер по продажам,300 000 – 2 000 000 ₸ на руки,Без опыта,ТОО AST Group Company,Астана
118,Менеджер по продажам оборудования,от 600 000 ₸ на руки,Опыт 1-3 года,ООО НЕВАТОМ,Алматы
119,Менеджер по продажам,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
120,Менеджер по продажам в интернет магазин,50 000 – 200 000 ₽ на руки,Без опыта,ООО Интертрейд 21,Астана
121,Менеджер по продажам B2B,400 000 – 1 500 000 ₸ до вычета налогов,Без опыта,ТОО Miromed Ltd,Алматы
122,Менеджер по продажам в офисе,500 000 – 1 000 000 ₸ на руки,Без опыта,ТОО ecoZere-Omega,Алматы
123,Менеджер по продажам,500 000 – 1 000 000 ₸ на руки,Без опыта,ТОО АВИАПРОМСТАЛЬ,Астана
124,Менеджер по продажам,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО MCS GROUP,Актау
125,Менеджер по продажам и работе с клиентами,300 000 – 1 000 000 ₸ на руки,Без опыта,ТОО Жер-Анам,Алматы
126,Менеджер по продажам,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО ECO GROUP KAZAKHSTAN (ЭКО ГРУПП КАЗАХСТАН),Караганда
127,Менеджер по продажам,500 000 – 750 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО MTLPRO,Астана
128,Менеджер по продажам,400 000 – 1 000 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Ай Сервис Транс,Шымкент
129,Менеджер по продажам,400 000 – 600 000 ₸ на руки,Без опыта,ИП Альдиева А.Т. (Art Life),Алматы
130,Менеджер по продажам,300 000 – 2 000 000 ₸ на руки,Без опыта,ТОО ‎СтальКом Продукт,Алматы
131,Специалист по продажам / Менеджер по продажам,300 000 – 3 000 000 ₸ на руки,Опыт 1-3 года,ТОО Урал Металл Экспорт - Казахстан,Астана
132,Менеджер по продажам,350 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Neotec(Неотек),Алматы
133,Менеджер по продажам / Менеджер активных продаж /Sales manager,450 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО КапиталПрофСнаб,Алматы
134,Менеджер по продажам (В2В),500 000 – 2 000 000 ₸ на руки,Опыт 1-3 года,ТОО Международная компания Альянс Стратег,Алматы
135,Менеджер по продажам,350 000 – 600 000 ₸ на руки,Опыт 1-3 года,ИП SauFit,Астана
136,Менеджер по продажам,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ИП ПАЗИЛДИНОВА Ч.М.,Шымкент
137,Менеджер по продажам,250 000 – 560 000 ₸ на руки,Без опыта,ТОО RED PANDA,Астана
138,Менеджер по продажам с доходом от 500 000 тенге,500 000 – 3 000 000 ₸ на руки,Без опыта,ТОО АГЕНТСТВО НЕДВИЖИМОСТИ МЕЧТА,Алматы
139,Менеджер по продажам,400 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Qamalladin University,Алматы
140,Менеджер по продажам услуг,до 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО АСМЕД,Алматы
141,Менеджер по продажам услуг,500 000 – 2 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Huaizhong Logistics,Алматы
142,Менеджер по продажам в отдел розницы,300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Lead Partners,Алматы
143,Менеджер по продажам,400 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Turk Dunyasi,Алматы
144,Менеджер по продажам,330 000 – 4 000 000 ₸ на руки,Опыт 1-3 года,ТОО CemEX Engineering,Кокшетау
145,Менеджер по продажам,500 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Клиника доктора Кобландина,Алматы
146,Менеджер по продажам оборудования,350 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО ASIA FROST,Алматы
147,Менеджер по продажам,от 700 000 ₸ до вычета налогов,Опыт 1-3 года,ИП СВЕТ ОКНА,Алматы
148,Менеджер по продажам,400 000 – 700 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО One-two-sleep,Павлодар
149,Менеджер по продажам,350 000 – 700 000 ₸ на руки,Опыт 1-3 года,ИП трипл ААА компани,Алматы
150,Менеджер по продажам,400 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ИП Батырбек,Алматы
151,Менеджер по продажам и работе с клиентами,400 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Охранное агентство ABC BERKUT,Астана
152,Ведущий менеджер по продажам,500 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Persons (Персонс),Алматы
153,Менеджер по продажам оборудования,300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ГК ПРАКТИК,Алматы
154,Менеджер по продажам,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО Noblesse Food,Алматы
155,Менеджер по продажам,300 000 – 900 000 ₸ на руки,Опыт 1-3 года,ТОО Max V,Алматы
156,Менеджер по продажам,200 000 – 700 000 ₸ на руки,Без опыта,ИП Shantin,Алматы
157,Менеджер по продажам,400 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП Баймуратова (Brocs),Алматы
158,Менеджер по продажам,250 000 – 600 000 ₸ на руки,Без опыта,ТОО WOODMAPS,Астана
159,Менеджер по продажам и работе с клиентами,400 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Охранное агентство ABC BERKUT,Алматы
160,Менеджер по продажам,300 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО Leor Astana,Астана
161,Менеджер по продажам,350 000 – 2 000 000 ₸ на руки,Опыт 1-3 года,ТОО Адал плэнт,Алматы
162,Менеджер по продажам,250 000 – 1 000 000 ₸ на руки,Без опыта,ТОО KAMI GROUP (КАМИ ГРУПП),Алматы
163,Менеджер по продажам,300 000 – 800 000 ₸ до вычета налогов,Без опыта,ТОО KenKost,Астана
164,Менеджер по продажам,до 2 000 000 ₸ на руки,Опыт 1-3 года,ТОО Интеркоммерц Казахстан,Алматы
165,Менеджер по продажам,300 000 – 600 000 ₸ на руки,Без опыта,ТОО Монста,Алматы
166,Менеджер по продажам,300 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО Строительные системы Казахстан,Караганда
167,Менеджер по продажам в DSF Traiding Co,600 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО DSF Trading Co,Алматы
168,Менеджер по продажам,700 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО DOSSMarket,Алматы
169,Менеджер по продажам,400 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Абылканова,Алматы
170,Менеджер по продажам,400 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО ПРОГРЕСС АУТСОРС,Алматы
171,Менеджер по продажам,200 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ИП Меруерт,Шымкент
172,Менеджер по продажам,500 000 – 1 600 000 ₸ на руки,Без опыта,ТОО АльДиС,Алматы
173,Менеджер по продажам,от 250 000 ₸ на руки,Без опыта,ИП MEGAPACK,Караганда
174,Менеджер по продажам,300 000 – 2 000 000 ₸ до вычета налогов,Без опыта,ТОО Стальная Марка Алматы.kz,Алматы
175,Менеджер по продажам,600 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО КАРАДА ПРО,Алматы
176,Менеджер по продажам,от 800 000 ₸ на руки,Опыт более 6 лет,ТОО Inova Tech,Алматы
177,Менеджер по продажам,250 000 – 500 000 ₸ на руки,Без опыта,ТОО Funsim international,Алматы
178,"Менеджер по продажам (Рынки, Оптовые продажи)",300 000 – 600 000 ₸ до вычета налогов,Без опыта,ТОО Семь морей-Алматы,Астана
179,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,ИП JV Team,Алматы
180,Менеджер по продажам В2В,350 000 – 900 000 ₸ на руки,Опыт 1-3 года,ТОО ХМ TEXTILES Kz (ХМ ТЕКСТИЛЬ Кз),Алматы
181,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО HITED,Алматы
182,Менеджер отдела продаж,450 000 – 700 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО М3 Group,Астана
183,Менеджер по продажам,500 000 – 1 350 000 ₸ на руки,Опыт 1-3 года,ТОО V-HOLDING (В-ХОЛДИНГ),Алматы
184,Менеджер по продажам,от 100 000 ₽ на руки,Опыт 1-3 года,Happy Gifts Group,Алматы
185,Менеджер по продажам,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО My taxi,Алматы
186,Менеджер по продажам,300 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО BEAUTY LUX,Алматы
187,Менеджер по продажам в it-компанию (В2В),65 000 – 500 000 ₽ на руки,Опыт 1-3 года,Skill to Lead marketing,Астана
188,Менеджер по продажам,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Avital.kz,Алматы
189,Менеджер по продажам,350 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Neotec(Неотек),Астана
190,Менеджер по продажам,400 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП Pro Consulting,Алматы
191,Менеджер по продажам в it-компанию (В2В),65 000 – 500 000 ₽ на руки,Опыт 1-3 года,Skill to Lead marketing,Алматы
192,Менеджер по продажам,600 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО KAZTORGLINE,Алматы
193,Менеджер по оптовым продажам,300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Polyten,Алматы
194,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО Apple Tech Kazakhstan,Алматы
195,Менеджер по продажам B2G,1 500 000 – 15 000 000 ₸ на руки,Опыт 1-3 года,ТОО ARYSTAN IT GROUP,Алматы
196,Менеджер по продажам,500 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Мама знает,Алматы
197,Менеджер по продажам,250 000 – 1 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АСИ,Алматы
198,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО МИСТЕРИЯ-КАЗАХСТАН,Алматы
199,Менеджер по продажам,200 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Коломейцева-инфо,Алматы
200,Менеджер по продажам,330 000 – 4 000 000 ₸ на руки,Опыт 1-3 года,ТОО CemEX Engineering,Усть-Каменогорск
201,Менеджер по активным продажам (B2B),350 000 – 1 200 000 ₸ на руки,Опыт 1-3 года,ТОО АстанаОптТорг,Астана
202,Менеджер продаж,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Торговый дом СТЗ Арыстан,Астана
203,Менеджер по продажам,от 430 000 ₸ на руки,Опыт 1-3 года,ТОО ИНСАЙД БИТРИКС,Астана
204,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,ООО Безопасный водитель,Алматы
205,Менеджер по продажам,от 500 000 ₸ на руки,Опыт 1-3 года,АО ALT Университет имени Мухамеджана Тынышпаева,Алматы
206,Менеджер по продажам,600 000 – 1 500 000 ₸ на руки,Опыт 1-3 года,ТОО ФРАНШИЗАТОР ГРУПП,Алматы
207,Менеджер по продажам,500 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Millennium Astana,Алматы
208,Менеджер по продажам (ТЕПЛЫЕ ЛИДЫ),300 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Buy Cup,Астана
209,Менеджер по продажам,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО ECO GROUP KAZAKHSTAN (ЭКО ГРУПП КАЗАХСТАН),Астана
210,Менеджер по продажам в it-компанию (В2В),65 000 – 500 000 ₽ на руки,Опыт 1-3 года,Skill to Lead marketing,Абай
211,Менеджер по продажам,350 000 – 750 000 ₸ на руки,Опыт 1-3 года,ИП Telc,Алматы
212,Менеджер по продажам,400 000 – 750 000 ₸ на руки,Опыт 1-3 года,ИП Молдабай,Астана
213,Менеджер по продажам,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Balbobek Group,Алматы
214,Менеджер по продажам/менеджер по работе с клиентами,300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Visamie,Алматы
215,Менеджер по продажам,350 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО Qazaqstan jihazy,Алматы
216,Менеджер по продажам,300 000 – 1 000 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Alpha Group LLC,Алматы
217,Менеджер по продажам,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО TECHNO PARTNERS,Алматы
218,Менеджер по продажам,400 000 – 900 000 ₸ на руки,Опыт 1-3 года,ТОО NLS Kazakhstan,Алматы
219,Менеджер по продажам интернет-магазина,от 350 000 ₸ на руки,Опыт 1-3 года,ИП VTM,Алматы
220,Менеджер по продажам (входящие заявки),до 400 000 ₸ на руки,Опыт 1-3 года,ТОО SND Engineering,Астана
221,Менеджер по продажам,300 000 – 1 100 000 ₸ на руки,Опыт 1-3 года,ТОО Гамма-KZ,Астана
