ID,Vacancy_name,Salary,Experience,Company_name,Location
60,Администратор офиса,до 300 000 ₸ на руки,Опыт 1-3 года,ТОО ABIS Investments,Алматы
61,Офис-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Ай ви Ай груп,Актобе
62,Секретарь первого руководителя-делопроизводитель,350 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Фирма БЕНТ,Алматы
63,Офис-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО JmGO Kazakhstan (ДжимГО Казахстан),Алматы
64,Офис - менеджер,от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Эврика Олеум,Алматы
65,Офис - менеджер,200 000 – 250 000 ₸ на руки,Без опыта,ТОО DAIGO КАЗАХСТАН,Алматы
66,Офис-менеджер,200 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО SPECTOR ATM,Астана
67,Секретарь-референт,220 000 – 240 000 ₸ на руки,Опыт 1-3 года,АО Каражыра,Семей
68,Офис-менеджер,150 000 – 200 000 ₸ на руки,Без опыта,ТОО TIRADOR,Астана
69,Офис-менеджер,от 250 000 ₸ на руки,Без опыта,ТОО Пионер,Алматы
70,Корпоративный секретарь,до 400 000 ₸ до вычета налогов,Опыт 1-3 года,DBA UrAsia Energy Holdings Ltd – Kazakhstan Branch,Алматы
71,Офис-менеджер,от 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО InfoProf,Алматы
72,Секретарь-референт,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО СМЭУ Астана,Астана
73,Секретарь-референт,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Аканова,Астана
74,Офис-менеджер,от 180 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО QNP Business partner,Караганда
75,Офис-менеджер,280 000 – 320 000 ₸ на руки,Опыт 1-3 года,ИП Avrora Fashion Gallery (ИП Пурей Е.И.),Астана
76,Офис-менеджер,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО PALM Agency,Алматы
77,Офис-менеджер,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Seven Refractories Asia (Севен Рефракториз Азия),Караганда
78,Офис-менеджер,250 000 – 250 000 ₸ на руки,Без опыта,ТОО Eurasia Truck & Bus Kazakhstan (Евразия Трак энд Бас Казахстан),Алматы
79,Офис-менеджер,до 222 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АгроТехМенеджмент,Петропавловск
80,Офис-менеджер,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Стальная Федерация,Алматы
81,Офис-менеджер,,Опыт 1-3 года,Sun Pharmaceutical Industries Ltd,Алматы
82,Офис-менеджер,,Без опыта,"АО АЛМАТЫГАЗМОНТАЖ, АО",Алматы
83,Офис-менеджер/Помощник руководителя,,Без опыта,ТОО Alcity Stroy,Алматы
84,Офис-менеджер,200 000 – 250 000 ₸ на руки,Без опыта,ТОО Fashion Retail Group,Алматы
85,Офис-менеджер,до 250 000 ₸ на руки,Без опыта,ТОО Kazakhstan Invest Construction,Алматы
86,Офис-менеджер,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП GSD,Алматы
87,Секретарь - офис-менеджер,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Компания Камертон,Алматы
88,Офис-менеджер,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО TRS Engineering,Алматы
89,Офис-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,Представительство «Сэлтфар ЛТД» в Казахстане,Алматы
90,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Paparazzi Media,Астана
91,Офис-менеджер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО PLOSHADKI.KZ (ПЛОЩАДКИ.КЗ),Алматы
92,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО TV-Integration (ТВ-Интеграция),Астана
93,Офис-менеджер,,Опыт 1-3 года,ТОО Проектный Институт Промстройпроект,Алматы
94,Офис-менеджер,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Консалт-центр Арип,Астана
95,Офис-менеджер,от 225 000 ₸ на руки,Опыт 1-3 года,ТОО Астрона,Астана
96,Офис-менеджер,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Бузачи Нефть Трейдинг,Алматы
97,Секретарь руководителя,130 000 – 160 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО «Республиканский центральный штаб профессиональных военизированных аварийно-спасательных служб,Экибастуз
98,Офис-менеджер,,Опыт 1-3 года,АО SkyBridge Invest,Алматы
99,Офис-менеджер,180 000 – 180 000 ₸ на руки,Без опыта,ТОО МТС-ТОРГ,Алматы
100,Офис-менеджер,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО BSG Technology,Алматы
101,Офис-менеджер,,Опыт 1-3 года,ТОО ENRG,Шымкент
102,Офис-менеджер/секретарь,250 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО МСБ-НТ,Астана
103,Секретарь Руководителя,,Опыт 1-3 года,АО Народный банк Казахстана,Алматы
104,Офис-менеджер,170 000 – 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО КазИнфоТех АЦП,Алматы
105,Офис-менеджер,от 200 000 ₸ на руки,Опыт 3-6 лет,ТОО Сапа Курылыс 2007,Алматы
106,Офис-менеджер,до 195 000 ₸ на руки,Опыт 1-3 года,ТОО DP EngeneeringGroup,Алматы
107,Офис-менеджер,100 000 – 150 000 ₸ на руки,Опыт 3-6 лет,ТОО Алматыгороформление,Алматы
108,Офис-менеджер,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО РостМеталл Групп,Алматы
109,Офис-менеджер,,Без опыта,ТОО Nearby,Алматы
110,Офис-менеджер,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО ГИФТЕРИ,Алматы
111,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,АО Страховая компания Freedom Insurance,Алматы
112,Офис-менеджер,,Опыт 1-3 года,ТОО One technologies,Алматы
113,Офис-менеджер,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО TG Logistics,Алматы
114,Офис менеджер,200 000 – 250 000 ₸ на руки,Опыт 3-6 лет,"ТОО EDUstream, ТОО",Алматы
115,Офис-менеджер,160 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО SCK (ЭсСиКей),Петропавловск
116,Офис-менеджер,100 000 – 200 000 ₸ на руки,Без опыта,ТОО JWL GROUP,Алматы
117,Офис-менеджер (ассистент руководителя),от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Paparazzi Media,Астана
118,Офис-менеджер,,Опыт 1-3 года,ТОО ТОРГСТРОЙ,Алматы
119,Офис-менеджер,от 150 000 ₸ на руки,Без опыта,ТОО Микрофинансовая организация СиСиЛоун.кз,Алматы
120,Офис-менеджер,,Опыт 1-3 года,ТОО Office Solutions,Алматы
121,Офис-менеджер,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО IS Project Group,Алматы
122,Офис-менеджер,,Опыт 3-6 лет,ООО Кволети Партнерс,Алматы
123,Секретарь,100 000 – 136 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО БАТАЛАСУ,Уральск
124,Офис-менеджер,до 310 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО DPD Kazakhstan,Алматы
125,Офис-менеджер,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО qCloudy,Алматы
126,Офис-менеджер,от 200 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО SaS 888,Кокшетау
127,Офис-менеджер,,Опыт 1-3 года,ТОО Стофарм,Алматы
128,Офис-ассистент,,Опыт 1-3 года,ТОО Тапфло,Алматы
129,Секретарь/Ассистент руководителя,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО QAZAQ PROM STROY,Алматы
130,Офис-менеджер,,Без опыта,ТОО Холдинг Самгау,Астана
131,Офис-менеджер,150 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Reliable Building Company,Астана
132,"Секретарь, офис-менеджер",150 000 – 200 000 ₸ до вычета налогов,Без опыта,ТОО Техснабэлектрикс,Алматы
133,Офис менеджер,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Казахстанская топливная компания,Алматы
134,Требуется секретарь,от 250 000 ₸ до вычета налогов,Опыт 3-6 лет,Учреждение образования Голубой Парус,Астана
135,Офис-менеджер,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО VEG Trade flooring and ceiling,Алматы
136,Офис-менеджер,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО PRO Space,Астана
137,Офис-менеджер,от 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Astana Motors Logistics,Алматы
138,Офис-менеджер,от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО ЛПГруп (LPGroup),Алматы
139,Секретарь-делопроизводитель,250 000 – 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Производственное объединение Кокше-цемент,Кокшетау
140,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Сынар Групп,Алматы
141,Секретарь- референт/ офис-менеджер,от 320 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Гелиос,Алматы
142,Администратор офиса,150 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО A2 PROJECT GROUP,Астана
143,Секретарь-референт,от 185 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Rubber Technical Items,Кокшетау
144,Секретарь-делопроизводитель,,Без опыта,Kaspi.kz,Уральск
145,Офис-менеджер,,Опыт 1-3 года,ТОО Birinshi Lombard (Бірінші Ломбард),Алматы
146,Секретарь-референт первого проректора,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,АО Университет Туран-Астана,Астана
147,Офис-менеджер,,Без опыта,АО Kaz Air Jet,Алматы
148,Офис-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО TRANS SERVICE RENT (TSR),Астана
149,Офис-менеджер,от 250 000 ₸ на руки,Без опыта,ТОО Тродат KZ,Алматы
150,Офис-менеджер,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Right Spirit,Астана
151,Офис-менеджер (секретарь приемной),300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,АО Инвестиционный фонд Казахстана,Алматы
152,Офис-менеджер,200 000 – 220 000 ₸ на руки,Опыт 1-3 года,ТОО aqua alliance,Алматы
153,Офис-менеджер,260 000 – 260 000 ₸ до вычета налогов,Опыт 1-3 года,АО Казтелерадио,Алматы
154,Секретарь Руководителя,,Без опыта,АО Народный банк Казахстана,Уральск
155,Секретарь руководителя,,Без опыта,Учреждение Кокшетауский университет имени Абая Мырзахметова,Кокшетау
156,Офис-менеджер,от 220 000 ₸ на руки,Опыт 1-3 года,ТОО MINISO Kazakhstan,Алматы
157,Офис-менеджер-помощник руководителя,от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО ЖАК,Астана
158,Помощник корпоративного секретаря,,Опыт 1-3 года,АО Bereke Bank,Алматы
159,Офис-менеджер,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО EURASIAN TRADE INT,Астана
160,Офис-менеджер,,Без опыта,ТОО Талисман качества,Алматы
161,Офис-менеджер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО Garant Tranzit Plus,Алматы
162,Секретарь-референт,200 000 – 320 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Гелиос,Алматы
163,Офис-менеджер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО ГК Beibars К,Алматы
164,Секретарь-референт,150 000 – 180 000 ₸ на руки,Без опыта,ТОО KONSEL Trade,Алматы
165,Офис-менеджер,270 000 – 340 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Юг-ЭлектроКомплект,Шымкент
166,Офис-менеджер,до 250 000 ₸ на руки,Опыт 1-3 года,ТОО Аврора Холдинг,Алматы
167,Секретарь руководителя,,Опыт 1-3 года,Гос. корп. Казахстанский Монетный двор,Усть-Каменогорск
168,Администратор офиса,,Опыт 1-3 года,ТОО OneVision,Алматы
169,Офис-менеджер,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО ЭкоПласт - Казахстан,Алматы
170,Офис-менеджер,,Опыт 1-3 года,ТОО АйронСнаб,Павлодар
171,Пресс-секретарь,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Международный инженерно-технологический университет,Алматы
172,Офис-менеджер,,Опыт 1-3 года,ТОО OskemenAgroProdukt,Усть-Каменогорск
173,Офис-менеджер,220 000 – 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Elite Business Group,Алматы
174,Администратор офиса,150 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Butterfly Effect,Астана
175,Секретарь-референт,140 000 – 140 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Гелиос,Павлодар
176,Офис-менеджер/Ресепшионист,,Опыт 1-3 года,"AcCent, ТМ",Алматы
177,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО АЙ-БИ ГРУПП,Астана
178,Офис-менеджер,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО КДЛ ОЛИМП (ТОО Мырза-Хан),Алматы
179,Офис-менеджер,,Опыт 1-3 года,ТОО Центр Правильного Сна,Алматы
180,Офис-менеджер,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),Алматы
181,Секретарь,300 000 – 400 000 ₸ до вычета налогов,Без опыта,ТОО NOMAD ASSISTANT,Алматы
182,Секретарь-референт,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Национальный научный центр сейсмологических наблюдений и исследований,Алматы
183,Офис-менеджер/Секретарь в юридический отдел,от 200 000 ₸ на руки,Без опыта,ИП Ондырханова Ж.М.,Алматы
184,Секретарь-референт,,Опыт 1-3 года,ТОО КОМБИНАТ,Степногорск
185,Секретарь-референт,130 000 – 146 000 ₸ на руки,Опыт 1-3 года,КГП КОСТАНАЙСКАЯ ГОРОДСКАЯ БОЛЬНИЦА УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ,Костанай
186,Офис-менеджер,170 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО КазахЭнергоПром,Павлодар
187,Секретарь-делопроизводитель,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО ФогсофтKZ,Астана
188,Секретарь,250 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО МСБ-НТ,Астана
189,Секретарь,201 240 – 251 550 ₸ до вычета налогов,Опыт 1-3 года,ТОО Эгофом,Караганда
190,Офис-менеджер секретарь,180 000 – 190 000 ₸ на руки,Опыт 1-3 года,ИП Гавриш-Казахстан,Алматы
191,Секретарь-референт,от 173 000 ₸ на руки,Без опыта,ТОО KazakhTrans-Service Северо-Казахстанский Филиал,Петропавловск
192,Секретарь-делопроизводитель,90 000 – 100 000 ₸ на руки,Без опыта,ТОО БАСТАУ-S,Кызылорда
193,Секретарь-референт,,Опыт 1-3 года,"Международный Казахско-Турецкий университет им.Х.А.Ясави, Евразийский Научно-исследовательский Институт",Алматы
194,Секретарь регистратуры,200 000 – 220 000 ₸ на руки,Опыт 1-3 года,ТОО Prospekt Medical Сaspian,Атырау
195,Секретарь-делопроизводитель,до 100 000 ₸ до вычета налогов,Без опыта,Коммунальное государственное учреждение Общеобразовательная школа № 121 Управления образования г.Алматы,Алматы
196,Офис-менеджер,160 000 – 160 000 ₸ до вычета налогов,Без опыта,ТОО Вязьма-Казахстан,Павлодар
197,Секретарь-делопроизводитель,180 000 – 181 000 ₸ на руки,Опыт 1-3 года,АО Баян Сулу,Костанай
198,Секретарь-Делопроизводитель,,Опыт 1-3 года,ТОО ТД KAMZ AGRO,Костанай
199,Офис-менеджер,130 000 – 150 000 ₸ на руки,Опыт 1-3 года,ТОО Atp_ProfConsult,Караганда
200,Секретарь-референт,до 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Дегора продактс,Актау
201,Секретарь в приемную руководителя / Офис-менеджер,120 000 – 150 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Стекло-Сервис,Уральск
202,Секретарь на ресепшн,290 000 – 290 000 ₸ на руки,Опыт 1-3 года,ТОО Лофтис,Алматы
203,Офис менеджер c возможностью карьерного роста,от 150 000 ₸ на руки,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
204,Офис-менеджер,90 000 – 90 000 ₸ на руки,Без опыта,ТОО Begemot Almaty,Шымкент
205,Продавец-консультант с перспективой карьерного роста,250 000 – 500 000 ₸ на руки,Без опыта,ТОО МЕГАСТРОЙ DIY,Астана
206,Ассистент руководителя (офис-менеджер),,Опыт 1-3 года,ТОО «AsiaGeoCentre-kz» (АзияГеоЦентр-кз),Алматы
207,Офис-менеджер,от 300 000 ₸ до вычета налогов,Без опыта,ТОО Avangard Brand,Алматы
208,Офис-менеджер (помощник руководителя),220 000 – 250 000 ₸ на руки,Опыт 3-6 лет,ТОО 12 месяцев,Алматы
209,Офис-менеджер/помощник генерального руководителя,,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
210,Офис-менеджер,,Опыт 3-6 лет,ТОО BAIKONUR MACHINERY COMPANY,Алматы
211,Офис-менеджер,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО GT oil service,Алматы
212,Офис-менеджер,400 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО Bastau Project,Алматы
213,Офис-менеджер,250 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ОРТИКОН,Астана
214,Офис менеджер,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО ФАСАД ЦЕНТР (Fasad centr),Алматы
215,Офис-менеджер в юридическую компанию,150 000 – 200 000 ₸ на руки,Без опыта,ТОО QCG (КьюСиДжи),Алматы
216,Офис-менеджер,180 000 – 200 000 ₸ на руки,Без опыта,ТОО Блицпочта,Астана
217,Офис-менеджер,от 150 000 ₸ на руки,Опыт 1-3 года,ТОО International Disinfection Com,Караганда
218,Офис-менеджер,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Qazsaq Media Group,Алматы
219,Офис-менеджер/ Администратор офиса,от 250 000 ₸ на руки,Без опыта,ТОО Hard skills foundation,Алматы
220,"Организатор, Офис-менеджер",от 200 000 ₸ на руки,Опыт 1-3 года,ТОО High School of Business and Management,Алматы
221,"Офис-менеджер, CNP Processing GmbH",,Опыт 1-3 года,CNP Processing GmbH,Алматы
222,Офис-менеджер,230 000 – 270 000 ₸ на руки,Опыт 1-3 года,ТОО Ортотэк,Алматы
223,Офис-менеджер,250 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Дирекция спортивных сооружений г.Алматы,Алматы
224,Офис-менеджер,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО V.T.O Creative&Marketing Laboratory,Алматы
225,Офис-менеджер,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО ИХЛАС ПЛЮС,Алматы
226,Офис-менеджер,200 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО NSS PROJECT,Алматы
227,Офис-менеджер,250 000 – 350 000 ₸ до вычета налогов,Без опыта,ТОО TOR-UNION,Караганда
228,Офис-менеджер/кадровик,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО EUROELECTRIC Kazakhstan,Алматы
229,Офис-менеджер/кадровик,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Trust Technologies,Алматы
230,Офис-менеджер - Помощник руководителя,,Без опыта,ТОО Сей-Нар,Усть-Каменогорск
231,Ассистент первого руководителя,,Опыт 1-3 года,ТОО BAIKONUR MACHINERY COMPANY,Алматы
232,Офис-менеджер/помощник руководителя/ассистент,250 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО EURASIA SERVICE TRADE,Астана
233,Офис-менеджер,300 000 – 700 000 ₸ на руки,Опыт 1-3 года,ИП Ким П. Ю,Алматы
234,Офис-менеджер,до 200 000 ₸ до вычета налогов,Без опыта,ТОО AUTO TIRES,Алматы
235,Офис-менеджер,150 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Smart Innovations,Усть-Каменогорск
236,Администратор офиса,500 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО Lead Partners,Алматы
237,Секретарь-переводчик,350 000 – 350 000 ₸ до вычета налогов,Без опыта,ТОО Zhersu corp,Алматы
238,Офис-менеджер,150 000 – 150 000 ₸ на руки,Опыт 1-3 года,ТОО ARS OILUM LTD,Актау
239,Офис-менеджер,от 130 000 ₸ на руки,Опыт 1-3 года,ТОО ТОО Алем Транс Жол,Туркестан
240,Администратор офиса,250 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО SDELKA PLUS,Астана
