ID,Vacancy_name,Salary,Experience,Company_name,Location
30,Дизайнер графический,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Жеті Аспан,Астана
31,Дизайнер,,Опыт 1-3 года,ТОО Neotec(Неотек),Алматы
32,Графический дизайнер/дизайнер-верстальщик,250 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО RED PANDA,Астана
33,Графический дизайнер,до 350 000 ₸ на руки,Опыт 1-3 года,ТОО Orbis Digital,Алматы
34,UX/UI-дизайнер,250 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Kulenkov Group,Алматы
35,Дизайнер моделей для 3D печати,,Без опыта,ТОО Pe.Pl.CULT,Алматы
36,Дизайнер-менеджер,250 000 – 500 000 ₸ на руки,Без опыта,ИП DOLIA DESIGN,Алматы
37,Дизайнер Мебели (Базис Салон),от 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО МК Белый Куб,Алматы
38,Web-дизайнер в компанию BYYD,от 450 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Рекламные услуги,Алматы
39,Дизайнер-печатник,250 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП CARDTIX,Алматы
40,Web-дизайнер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО iMAS GROUP,Семей
41,Дизайнер корпусной мебели,от 700 000 ₸ на руки,Опыт 1-3 года,ТОО Vertical group kz,Астана
42,Графический дизайнер,,Опыт 3-6 лет,ТОО Kimikosoft,Астана
43,Архитектор-дизайнер,500 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ИП I.D.A.L.,Алматы
44,Дизайнер корпусной мебели,500 000 – 1 000 000 ₸ до вычета налогов,Опыт 1-3 года,ИП ӘЙТІМБЕТ Қ. М,Алматы
45,Графический дизайнер,,Опыт 3-6 лет,ТОО Сорпа КЗ,Астана
46,Дизайнер одежды,400 000 – 600 000 ₸ до вычета налогов,Без опыта,ТОО Hottmilk management,Алматы
47,Дизайнер,от 150 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Tang Nur Logistics Group,Алматы
48,Дизайнер-декоратор / менеджер по продажам в салон штор,300 000 – 1 000 000 ₸ на руки,Без опыта,ИП Almax,Алматы
49,Дизайнер- менеджер,250 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО NAGRADY.KZ,Алматы
50,Дизайнер 3D Визуализатор,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Art Building Group,Алматы
51,Дизайнер корпусной мебели,600 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО DECORE,Алматы
52,Архитектор-дизайнер,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО AKMIR Kazakhstan,Алматы
53,Дизайнер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Rich Style 2007,Шымкент
54,Дизайнер по мебели,200 000 – 500 000 ₸ на руки,Опыт 1-3 года,ИП Кудинов (Мастер лес),Шымкент
55,"Графический дизайнер, Web Designer",от 220 000 ₸ на руки,Опыт 1-3 года,ТОО ALFRED EDUCATION GROUP,Астана
56,Скрипт дизайнер,600 – 1 000 $ на руки,Опыт 1-3 года,ТОО Voctiv Kazakhstan,Алматы
57,UI дизайнер,500 000 – 650 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Шагиров О.А.,Алматы
58,Дизайнер графический,,Опыт 1-3 года,ТОО Восток Инвест Group,Астана
59,Графический дизайнер,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
60,Дизайнер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Торговый Дом Ярмарка,Атырау
61,Дизайнер - визуализатор,от 300 000 ₸ на руки,Опыт 3-6 лет,ИП 3NITY DESIGN,Астана
62,3D-дизайнер,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ИП Мади,Алматы
63,Дизайнер-стажер,до 125 000 ₸ до вычета налогов,Без опыта,"AIR ASTANA, АО",Алматы
64,Графический дизайнер,200 000 – 350 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО Алматыгороформление,Алматы
65,Графический дизайнер,,Опыт 1-3 года,ТОО INK architects (Ай Эн Кей архитектс),Алматы
66,Графический дизайнер,от 180 000 ₸ на руки,Опыт 1-3 года,ТОО IT Analytics,Караганда
67,Графический дизайнер,,Опыт 3-6 лет,Филиал частной компании Aktau Tоurism City Ltd. в городе Актау,Актау
68,Графический дизайнер в профессиональную сеть фотосалонов 1 Million!,180 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП 1 Million,Астана
69,Графический дизайнер,,Опыт 1-3 года,ИП FAVORITE souvenir,Алматы
70,Графический дизайнер,до 300 000 ₸ на руки,Опыт 1-3 года,ТОО TruckMotors,Алматы
71,Дизайнер,,Опыт 3-6 лет,ТОО ARTER,Астана
72,Дизайнер интерьеров,,Опыт 1-3 года,"ТОО KazPrice, Независимая Оценочная Компания",Астана
73,Дизайнер оперативной графики,,Опыт 1-3 года,РГП на ПХВ «ТЕЛЕРАДИОКОМПЛЕКС ПРЕЗИДЕНТА РЕСПУБЛИКИ КАЗАХСТАН» УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РЕСПУБЛИКИ КАЗАХСТАН,Астана
74,Дизайнер-менеджер мебели,200 000 – 900 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Blanche,Алматы
75,Фотограф-дизайнер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП Ильин И.Ю.,Алматы
76,Дизайнер Полиграфии,от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Standard product,Алматы
77,Дизайнер интерьера КРУПНЫХ ПРОЕКТОВ,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ART BY PINTRILLION,Алматы
78,Графический дизайнер,176 000 – 180 000 ₸ на руки,Опыт 1-3 года,ТОО ПКФ Атриум,Павлодар
79,Графический дизайнер,от 500 000 ₸ на руки,Опыт более 6 лет,ТОО BASIRE DESIGN GROUP,Алматы
80,Дизайнер корпусной мебели,280 000 – 450 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Gilardi Kazakhstan,Караганда
81,Промышленный дизайнер,,Опыт 1-3 года,ТОО WSE,Алматы
82,Дизайнер-проектировщик,,Опыт 1-3 года,ТОО AB Capital Qazaqstan,Алматы
83,Моушн дизайнер,,Опыт 1-3 года,ТОО Salem social media,Алматы
84,Графический дизайнер,от 150 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Noname,Костанай
85,Дизайнер интерьера,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Capella,Алматы
86,Дизайнер Ux/Ui,,Опыт 3-6 лет,ТОО Musan Group,Астана
87,Дизайнер,,Опыт 1-3 года,ТОО ALSER (Gulser Computers),Алматы
88,Коммуникационный дизайнер,,Опыт 1-3 года,"DODO BRANDS (Dodo Pizza, Drinkit)",Алматы
89,Ведущий дизайнер-визуализатор в студию дизайна,200 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО ART BY PINTRILLION,Алматы
90,Motion Designer,400 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО Пос-Медиа,Алматы
91,Дизайнер корпусной мебели,300 000 – 600 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АЛЛЕН ГРУП,Алматы
92,Дизайнер Печатник,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП РЕКЛАМИКА,Алматы
93,Дизайнер рекламы,,Опыт 3-6 лет,ТОО Okori Central Asia (Окори Сентрал Эйжа),Алматы
94,"Преподаватель ""Дизайнер интерьеров""",100 000 – 200 000 ₸ на руки,Опыт 3-6 лет,"ТОО ЛИДЕР НС, центр профессионального обучения",Астана
95,Дизайнер корпусной мебели индивидуального производства,350 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП Имангалиева Дамира,Алматы
96,"Дизайнер-верстальщик, переплетчик в цех",150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Принт ЭкспрессИздательство и полиграфия,Алматы
97,Дизайнер-верстальщик,300 000 – 360 000 ₸ на руки,Без опыта,ИП Малика,Алматы
98,Графический дизайнер,,Опыт 1-3 года,ТОО FREEDOM MOBILE,Алматы
99,Дизайнер - менеджер,от 40 000 ₽ на руки,Опыт 1-3 года,Dayker label,Алматы
100,Дизайнер офисной мебели,200 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Афинити,Алматы
101,Графический дизайнер,300 000 – 450 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Центр Правильного Сна,Алматы
102,Дизайнер-визуализатор интерьера,,Опыт 3-6 лет,ТОО AULET architecture,Астана
103,Графический дизайнер,,Опыт 3-6 лет,ТОО Dizzy,Алматы
104,Дизайнер интерьеров,150 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО Inch studio,Астана
105,Графический дизайнер в редакцию,350 000 – 500 000 ₸ на руки,Опыт 1-3 года,АО Kolesa (АО Колеса),Алматы
106,Моушен дизайнер,400 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Adcreator,Алматы
107,Дизайнер мебели,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Компания TROYA,Семей
108,Графический дизайнер,от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО InFitness,Астана
109,Junior Designer (Дизайнер-стажер),от 200 000 ₸ на руки,Без опыта,ТОО Arbuz Group (Арбуз Груп),Алматы
110,Контент-мейкер/ дизайнер,300 000 – 450 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО CrepeCafe,Астана
111,Графический дизайнер,от 350 000 ₸ на руки,Опыт 1-3 года,"ИП Хасанов А.А (Feelin Agency, ИП)",Алматы
112,Дизайнер,,Опыт 3-6 лет,De'Longhi,Алматы
113,Графический дизайнер,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО ПРОЕКТ ИНТЕХ плюс,Астана
114,Графический дизайнер,от 265 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ТМ A-store (ТОО АлмаСтор),Алматы
115,Дизайнер,до 350 000 ₸ на руки,Без опыта,ТОО Ив Роше Казахстан,Алматы
116,Графический дизайнер на все бренды TanukiFamily,от 550 000 ₸ до вычета налогов,Без опыта,"ТОО Тануки, Японский ресторан",Алматы
117,Графический дизайнер,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ProCoffee,Шымкент
118,Графический дизайнер,200 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО COLOR EXPRESS,Алматы
119,Дизайнер-верстальщик,220 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Типография Форма Плюс,Караганда
120,Дизайнер - по изготовлению печатей и штампов,150 000 – 200 000 ₸ на руки,Без опыта,ТОО iStory,Астана
121,Технический дизайнер,,Опыт 1-3 года,Santo member of Polpharma Group,Шымкент
122,Графический дизайнер,300 000 – 300 000 ₸ на руки,Без опыта,ТОО Международный инженерно-технологический университет,Алматы
123,3D Дизайнер,до 450 000 ₸ на руки,Опыт 1-3 года,АО TECHNODOM Operator (Технодом Оператор),Алматы
124,Дизайнер-печатник,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Зубенко М.А. (Global Print),Алматы
125,Графический дизайнер,,Опыт 3-6 лет,ТОО РАМС КАЗАХСТАН,Алматы
126,Архитектор/дизайнер интерьера Дринкит,,Опыт 3-6 лет,"DODO BRANDS (Dodo Pizza, Drinkit)",Алматы
127,Графический дизайнер,200 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Basu Group,Астана
128,Графический дизайнер,,Опыт 3-6 лет,Chocofamily,Алматы
129,Графический дизайнер,,Опыт 1-3 года,ООО Архитектурная Студия_40,Алматы
130,3D Дизайнер,,Опыт 1-3 года,ТОО КДЛ ОЛИМП (ТОО Мырза-Хан),Астана
131,Полиграфический дизайнер (Бранч менеджер),300 000 – 350 000 ₸ на руки,Опыт 1-3 года,Кондитерский Дом Куликовский,Алматы
132,Дизайнер по рекламе,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Print Vision,Алматы
133,Дизайнер,,Опыт 1-3 года,ТОО Аромика Трейд (ТД West),Костанай
134,Дизайнер корпусной мебели,200 000 – 1 500 000 ₸ на руки,Без опыта,ИП SAFI,Усть-Каменогорск
135,Графический дизайнер,,Опыт 1-3 года,ТОО Verona oro,Шымкент
136,Дизайнер-верстальщик,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО Dostar coffee,Астана
137,Графический дизайнер,от 100 000 ₸ на руки,Опыт 1-3 года,ИП Группа Роботек (Шалкарбеков С.Ж.),Астана
138,Графический дизайнер,,Опыт 3-6 лет,ТОО Зерде-Фарма,Шымкент
139,Дизайнер корпусной мебели,500 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП Санников А.А.,Алматы
140,Дизайнер по шторам,150 000 – 500 000 ₸ на руки,Без опыта,ИП Студия Дизайна Алтын,Атырау
141,Графический дизайнер,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,АО Алма Телекоммуникейшнс Казахстан (ALMA +),Алматы
142,Графический дизайнер,,Опыт 3-6 лет,ТОО Галамат Тех,Алматы
143,Дизайнер в отдел разработки мебели,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО MODISAL,Уральск
144,"Дизайнер интерьера (чертежи, 3д визуализация)",200 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Жақсылық,Алматы
145,Графический дизайнер,,Опыт 1-3 года,АО Банк ЦентрКредит,Алматы
146,Дизайнер интерьеров,,Без опыта,ТОО ProCoffee,Шымкент
147,Дизайнер,,Без опыта,ТОО Фирма Сервер +,Уральск
148,Графический дизайнер,200 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ИП OmirSuly,Астана
149,Графический дизайнер,250 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ИП PixelPrint,Алматы
150,Дизайнер в рекламное агентство,,Опыт более 6 лет,ТОО Kogi advertising agency,Алматы
151,Графический дизайнер,от 200 000 ₸ на руки,Опыт 3-6 лет,ТОО MIR Plus,Алматы
152,Дизайнер в рекламное агентство,,Опыт 1-3 года,ИП Кокежанов Е.А.,Семей
153,Главный дизайнер,до 650 000 ₸ на руки,Опыт 3-6 лет,ТОО МОБИЛАКС,Петропавловск
154,Графический дизайнер,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП АСПАНДИЯР,Караганда
155,Графический дизайнер,от 150 000 ₸ на руки,Опыт 3-6 лет,ТОО CAPEX,Алматы
156,Дизайнер,200 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,"ИП ПЕЧАТНЫЙ МИР, ТМ (БИТИНА, ИП)",Астана
157,Дизайнер корпусной мебели,500 000 – 1 500 000 ₸ на руки,Опыт 1-3 года,ИП Le Modulor,Астана
158,Графический дизайнер,300 000 – 700 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО INSIDE ART,Астана
159,Графический дизайнер,100 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Студия Дизайна Идея,Талдыкорган
160,Графический дизайнер,,Опыт 1-3 года,ТОО Фирма ИНКАС,Шымкент
161,Помощник Дизайнера,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО IDS-Media,Алматы
162,Графический дизайнер,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Asia Road,Алматы
163,Графический дизайнер,до 300 000 ₸ до вычета налогов,Без опыта,ТОО ПЕЧАТНОЕ ИЗДАТЕЛЬСТВО - АГЕНТСТВО РЕКЛАМНЫЙ ДАЙДЖЕСТ,Усть-Каменогорск
164,Графический дизайнер,200 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО Smart and Digital,Астана
165,Графический дизайнер / дизайнер для СММ,300 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Frank Agency,Алматы
166,Дизайнер,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Рекламная студия Белый Медведь,Усть-Каменогорск
167,Графический дизайнер,от 120 000 ₸ на руки,Опыт 3-6 лет,ТОО Школа Мебели,Астана
168,Графический дизайнер,150 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Team Tex,Шымкент
169,Дизайнер-менеджер,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП DOLIA DESIGN,Астана
170,Дизайнер,250 000 – 400 000 ₸ на руки,Опыт 1-3 года,ИП Центр наружной рекламы,Алматы
171,"Креативный дизайнер, свадебные эскизы",от 350 000 ₸ на руки,Опыт 1-3 года,ИП Аяганова,Астана
172,Графический дизайнер,от 150 000 ₸ до вычета налогов,Опыт 1-3 года,ИП GRAPHIT_PRINT,Актобе
173,Дизайнер в рекламное агентство,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Ledshop.kz,Петропавловск
174,Графический дизайнер,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО КПК ZETA,Алматы
175,Дизайнер-менеджер,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО ASTART,Астана
176,Графический дизайнер / Web Дизейнер в Digital Agency,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП Галцэн,Алматы
177,Графический дизайнер,,Опыт 1-3 года,ТОО Mirror Company,Шымкент
178,Дизайнер продажник в мебельную компанию,500 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Qazaqstan jihazy,Алматы
179,Digital дизайнер ( графический ),200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП Double Vision,Астана
180,Дизайнер,от 200 000 ₸ на руки,Без опыта,ТОО Debut (Дебют),Усть-Каменогорск
181,Дизайнер,150 000 – 300 000 ₸ до вычета налогов,Без опыта,"ИП Print Shop, ТМ (Черемухина, ИП)",Караганда
182,Дизайнер-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП Оперативная полиграфия Аида,Астана
183,Графический дизайнер,300 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП Мокеева В. О.,Астана
184,Дизайнер- менеджер по продажам мебели,100 000 – 400 000 ₸ на руки,Опыт 1-3 года,ИП ГЕОНА.KAZ,Уральск
185,Менеджер по продажам мебели,70 000 – 150 000 ₽ на руки,Опыт 1-3 года,Кухни Москва,Алматы
186,Менеджер по продажам,180 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП ГЕОНА.KAZ,Актобе
187,Продакт-менеджер/Дизайнер одежды,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО GBEMPIRE,Алматы
188,Менеджер по продажам рекламных услуг,250 000 – 500 000 ₸ на руки,Без опыта,ТОО 2GIS Astana,Астана
189,Главный архитектор проекта(ГАП),,Опыт более 6 лет,ТОО PRO Space,Алматы
190,Бренд - менеджер косметического бренда COMFORT ZONE,от 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ВЛАЕКАН,Алматы
191,Управляющий/Директор ресторана,350 000 – 650 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО SAF ALASH FOOD,Алматы
192,Менеджер по продажам отделочных материалов,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ИП DERUFA УРАЛЬСК,Уральск
193,Менеджер по продажам на личных встречах (без поиска клиентов),от 600 000 ₸ на руки,Опыт 1-3 года,ТОО Level-kuhni,Алматы
194,SMM-менеджер,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Paparazzi Media,Астана
195,Дизайнер-комплектатор интерьера,100 000 – 800 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Oponay Build,Астана
196,Creative Designer,до 165 000 ₸ на руки,Без опыта,ЧК ZIMRAN LTD.,Алматы
197,Дизайнер мебели (менеджер по продажам),100 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Applewood,Алматы
198,Дизайнер мебели,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Компания TROYA,Павлодар
199,Графический дизайнер в сеть парков развлечений,250 000 – 250 000 ₸ на руки,Опыт 3-6 лет,"ТОО БАТЫР-Павлодар, ТОО",Павлодар
200,Главный дизайнер интерьера,500 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ИП Future code,Алматы
201,Арт-директор,от 1 000 $ на руки,Опыт 1-3 года,HAUT CGI,Астана
202,Арт-директор,от 1 000 $ на руки,Опыт 1-3 года,HAUT CGI,Алматы
203,Графический дизайнер/разработчик,200 000 – 500 000 ₸ на руки,Без опыта,ТОО Stem solutions,Алматы
204,Junior Graphic Designer,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Octopus Studio (Хван А.И),Алматы
205,Графический дизайнер,150 000 – 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО WYSIWYG-DIGITAL,Астана
206,Графический дизайнер,,Опыт 3-6 лет,ТОО СЭМИ КОСМЕТИК,Алматы
207,Графический дизайнер,,Опыт 3-6 лет,ТОО СЭМИ КОСМЕТИК,Астана
208,Графический дизайнер,200 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО SANDYBAY,Астана
209,Middle UX/UI дизайнер,,Опыт 3-6 лет,ТОО Platonus,Астана
210,Senior Designer,,Опыт более 6 лет,ТОО De Montfort University Kazakhstan (Де Монтфорт Юниверсити Казахстан),Алматы
211,Дизайнер корпусной мебели,от 200 000 ₸ на руки,Опыт 3-6 лет,ТОО MAX.PROMEBEL,Алматы
212,Дизайнер-консультант корпусной мебели,300 000 – 2 000 000 ₸ на руки,Опыт 3-6 лет,ИП РАИМБЕКОВ БАГЛАН БАЗАРХАНОВИЧ,Алматы
213,Дизайнер архитектурного пространства,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Double A Design Group,Астана
214,Менеджер-дизайнер мебели (266 000 на руки +% от продаж),260 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Art - Мебель 01,Алматы
215,Дизайнер-конструктор мебели,300 000 – 700 000 ₸ на руки,Опыт 1-3 года,ИП Карамзина И.Л.,Караганда
216,Моушен Дизайнер | Motion Designer,400 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ALISHA DESIGN,Астана
217,Старший технический–дизайнер,,Опыт 3-6 лет,ТОО ТОР-МЕДИА,Алматы
218,"UX / UI Дизайнер (Middle, в офис)",,Опыт 3-6 лет,ТОО NLS Kazakhstan,Алматы
219,Дизайнер корпусной мебели/менеджер по продажам,250 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ИП TOLAR.MEBEL,Астана
220,Лидер команды (старший архитектор/дизайнер),,Опыт 3-6 лет,"DODO BRANDS (Dodo Pizza, Drinkit)",Алматы
221,Creative Motion Designer,,Без опыта,ЧК ZIMRAN LTD.,Алматы
222,"Ведущий дизайнер интерьеров (ведущий дизайнер-визуализатор), Алматы",,Опыт 1-3 года,ООО Архитектурная Студия_40,Алматы
223,Дизайнер-проектировщик (интерьеры),,Опыт 1-3 года,ООО Архитектурная Студия_40,Алматы
224,Дизайнер отдела продаж модульной мебели из Белоруссии,250 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ИП (Евробалкон)Меньщиков Н.С.,Усть-Каменогорск
225,Печатник-Технолог в производство Эко полиграфии и Сувениров,230 000 – 900 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО NAIRA Group,Астана
226,Frontend/backend разработчик/UX/UI дизайнер мобильных приложении,250 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Уайт энд Блю,Астана
227,Motion Designer рекламных креативов в HealthTech (Part-Time),,Опыт 1-3 года,Дартс рекрутинг сервисез,Алматы
228,UI/UX Designer,,Опыт 3-6 лет,ТОО Неткрэкер Текнолоджи Казахстан,Алматы
229,Дизайнер менеджер по продажам,200 000 – 400 000 ₸ на руки,Без опыта,ИП Төлеген,Алматы
230,2D UI Artist (match-3 project),,Опыт 3-6 лет,ТОО G5EN KAZ,Астана
231,Ассистентка (ассистент)/Начинающий специалист в дизайн студию,120 000 – 200 000 ₸ на руки,Без опыта,ТОО Exdeko,Алматы
232,Менеджер по работе с дизайнерами (B2B продажи),300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ИП Lamper,Астана
233,2D UI Artist (match-3 project),,Опыт 3-6 лет,ТОО G5EN KAZ,Алматы
234,Game Designer,,Опыт 3-6 лет,ТОО Kimikosoft,Астана
235,Продавец-консультант мебели,350 000 – 1 500 000 ₸ до вычета налогов,Без опыта,ТОО NNB MODUL,Алматы
236,Lead Web UI/UX Designer,,Опыт более 6 лет,ТОО G5EN KAZ,Алматы
237,Младший архитектор,до 250 000 ₸ на руки,Опыт 1-3 года,ТОО Галерея Новостроек,Алматы
238,Маркетолог,500 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Beauty Style,Алматы
239,Контент-менеджер,от 250 000 ₸ на руки,Опыт 1-3 года,ИП двасороксемь,Астана
