ID,Vacancy_name,Salary,Experience,Company_name,Location
20,Управляющий Директор,400 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП ART BEAUTY,Астана
21,Управляющий филиалом,от 150 000 ₽ на руки,Без опыта,ООО Телепорт Г,Алматы
22,Управляющий,700 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ИП Фадеева В.А. (Империя меха),Астана
23,Руководитель развития филиальной сети,1 000 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Фирма Стальной союз,Алматы
24,Генеральный директор розничной сети,от 2 000 000 ₸ на руки,Опыт более 6 лет,ТОО SAMRUK Trade,Алматы
25,CHIEF OPERATING OFFICER/Операционный директор,,Опыт более 6 лет,ТОО Hi-Teck Qazaqstan,Астана
26,Операционный директор (COO),от 500 000 ₸ на руки,Опыт 3-6 лет,ИП Калинин М.С,Астана
27,Директор филиала,от 600 000 ₸ на руки,Опыт более 6 лет,ТОО Alina Group,Актау
28,Технический директор,от 800 000 ₸ на руки,Опыт 3-6 лет,ТОО НОВОМЭК КАЗАХСТАН,Астана
29,Директор подразделения,600 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО DSF Trading Co,Шымкент
30,Директор Элеватора,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Нурай-Н,Костанай
31,Региональный директор,,Опыт 3-6 лет,City Business School RUS,Астана
32,Директор филиала,450 000 – 650 000 ₸ на руки,Опыт 1-3 года,РОССКО,Уральск
33,Технический директор на завод в г.Сарань (под Карагандой),700 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ТОРГОВЫЙ ДОМ ТЭМ-КАЗАХСТАН,Караганда
34,"В сеть ресторанов быстрого питания ""Mangal Doner"" открыта вакансия Операционного директора",,Опыт 3-6 лет,ИП Раимжанов,Алматы
35,Коммерческий директор (CCO),500 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Бажаев Р.С,Павлодар
36,Управляющий,400 000 – 600 000 ₸ на руки,Без опыта,ТОО FRIGG,Аксу (Павлодар.обл)
37,Коммерческий директор (CCO),,Опыт 3-6 лет,ТОО Этажи,Алматы
38,Директор розничной сети,5 000 – 6 000 $ на руки,Опыт более 6 лет,Крупная розничная сеть,Алматы
39,Директор по сервису,от 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Star Zem,Алматы
40,Генеральный директор,,Опыт более 6 лет,"ТОО Компания по управлению активами АЛМАЛЫ, ТОО",Алматы
41,Директор по логистике,от 1 000 000 ₸ на руки,Опыт более 6 лет,АО Logycom,Алматы
42,Директор по продажам,до 1 200 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО New Energy Vehicles Kazakhstan,Алматы
43,Генеральный директор,500 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Акс и К,Петропавловск
44,Директор обособленного подразделения,,Опыт 3-6 лет,ООО Транзит,Алматы
45,Директор департамента клиентского сервиса,,Опыт 3-6 лет,ТОО NLS Kazakhstan,Алматы
46,Директор по персоналу (HRD),от 1 000 000 ₸ на руки,Опыт более 6 лет,ТОО АСМЕД,Алматы
47,Операционный директор/Управляющий,500 000 – 800 000 ₸ на руки,Опыт 1-3 года,ИП САНКЕШЕВА М.А.,Астана
48,Директор центрального отделения,от 800 000 ₸ до вычета налогов,Опыт 3-6 лет,АО Банк ЦентрКредит,Тараз
49,Коммерческий директор (CCO),500 000 – 1 000 000 ₸ до вычета налогов,Опыт более 6 лет,ИП Ахметбеков Р.М,Астана
50,Директор учебного центра,,Опыт более 6 лет,ТОО Freedom Telecom Operations,Астана
51,Директор филиала,500 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Актобе-Этажи,Шымкент
52,Коммерческий директор (CCO),,Опыт 3-6 лет,ТОО Корпорация управления бизнесом (КУБ),Алматы
53,Исполнительный директор,350 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Домашние телесистемы,Астана
54,Операционный директор ресторанного комплекса,,Опыт более 6 лет,ТОО BAAS GROUP,Алматы
55,Региональный директор,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО ВЕГАС КАЗАХСТАН,Шымкент
56,Управляющий,500 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО FRIGG,Павлодар
57,Управляющий директор,,Опыт 3-6 лет,ТОО Кристалл Авто,Шымкент
58,Руководитель отдела продаж в туристическую компанию,700 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО DEUS TOUR,Алматы
59,Коммерческий директор в логистическую компанию,475 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО Shanding Partners,Алматы
60,Директор по логистике,от 1 000 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО HAS Global Logistic,Алматы
61,Административный директор,,Опыт 1-3 года,ИП HR Агентство Nadezhda Chirkova,Шымкент
62,Руководитель филиала,,Опыт 3-6 лет,ТОО Техноавиа-Казахстан,Караганда
63,Операционный директор,,Опыт более 6 лет,ТОО Alem Agro Holding (АлемАгро Холдинг),Алматы
64,Коммерческий директор (CCO),,Опыт 3-6 лет,ТОО MADMAN (МЭДМЭН),Алматы
65,Директор в грузовой автосервис,500 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП SALAMAT Service,Атырау
66,Директор по продукту,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Royal Flowers,Алматы
67,"Коммерческий директор (мясо бройлера, полуфабрикаты, наггетсы, колбасы)",,Опыт 3-6 лет,ТОО Прима Құс,Алматы
68,Директор филиала,,Опыт 3-6 лет,АО АБДИ Компани,Атырау
69,Директор по энергетике,,Без опыта,ТОО «Qazaq Soda (Казах Сода)»,Тараз
70,Коммерческий директор,400 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО ATP Group Kazakhstan,Алматы
71,Операционный директор,от 300 000 ₸ на руки,Опыт 3-6 лет,ИП ЖӘНІБЕК (ALtec),Тараз
72,Директор филиала,500 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО Актобе-Этажи,Актобе
73,Коммерческий директор,500 000 – 600 000 ₸ на руки,Опыт более 6 лет,ТОО БЕРЕН,Шымкент
74,Руководитель отдела продаж,от 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Yesset,Алматы
75,Коммерческий директор (CCO),,Опыт более 6 лет,ТОО ASDECOR,Алматы
76,Руководитель отдела продаж *удаленная работа,от 800 000 ₸ до вычета налогов,Опыт более 6 лет,ИП Илякова,Алматы
77,Управляющая/Управляющий (студией косметологии),550 000 – 900 000 ₸ на руки,Опыт 3-6 лет,ИП «Сеть студий косметологии MARIGOLD»,Астана
78,Руководитель отдела продаж,500 000 – 1 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Club100,Алматы
79,Управляющий розничной сетью,,Опыт 1-3 года,ТОО SLS Retail Group,Астана
80,Исполнительный директор,350 000 – 1 500 000 ₸ на руки,Опыт 1-3 года,ТОО DALA SK UNIVERSITY,Астана
81,Директор филиала,,Опыт более 6 лет,Филиал ТОО Бонус Корпорэйшн,Астана
82,Региональный руководитель компании по производству и продаже текстиля,500 000 – 600 000 ₸ на руки,Опыт 1-3 года,ИП Мокеева В. О.,Алматы
83,Директор оценочной компании,500 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО КапиталИнвест оценка,Алматы
84,Директор салона Премиальной лакокрасочной продукции,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО SAMRUK Trade,Алматы
85,Директор по собственному производству,,Опыт 3-6 лет,ТОО Magnum E-commerce Kazakhstan,Алматы
86,Руководитель отдела продаж в мебельной компании с достойной оплатой,300 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ИП Амраев Р.Р,Алматы
87,Директор ТЭЦ-ПВС,,Опыт более 6 лет,АО Qarmet,Темиртау
88,Бизнес-ассистент (лидер / драйвер результатов),500 000 – 700 000 ₸ на руки,Опыт 1-3 года,ИП Котельников В.А.,Алматы
89,Операционный директор,до 400 000 ₸ на руки,Опыт 1-3 года,Спортмастер Казахстан,Алматы
90,"Управляющий директор бара ""Эден""",,Опыт более 6 лет,ТОО Crown Star,Алматы
91,Региональный директор,,Опыт более 6 лет,ТОО Масло-Дел,Алматы
92,Руководитель отдела продаж | Head of Sales,1 000 – 2 500 $ на руки,Опыт 3-6 лет,ТОО Flyeng,Астана
93,Директор филиала,,Опыт 3-6 лет,ТОО Масло-Дел,Петропавловск
94,Операционный директор (COO),500 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП КАЛИЕВА «Nomad Exclusive Eyewear»,Алматы
95,Директор интернет-магазина / Руководитель направления E-Commerce,от 600 000 ₸ на руки,Опыт более 6 лет,ТОО CLUB120,Алматы
96,Директор салона (ТРЦ Альшемали),300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Askona Life Kazakhstan (Аскона Лайф Казахстан),Усть-Каменогорск
97,Исполнительный директор,,Опыт более 6 лет,ОсОО Фуд Дрим,Алматы
98,"Руководитель отдела продаж\директор филиала (медицинское оборудование и ИМН, лаборатория), г. Алматы",600 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО KAZMEDEQ.KZ,Алматы
99,Директор магазина мужской брендовой одежды,400 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Газалиева Р.З,Атырау
100,Директор салона (ТРЦ Жайлы),300 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Askona Life Kazakhstan (Аскона Лайф Казахстан),Астана
101,Начальник отдела сбыта. НОП,,Опыт 3-6 лет,ТОО Масло-Дел,Актау
102,Директор филиала,,Опыт 3-6 лет,ТОО ITSTEP Academy Almaty,Кокшетау
103,Директор филиала,,Опыт 1-3 года,"Евразиан Фудс Корпорэйшн, АО",Кызылорда
104,Коммерческий директор,500 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Пинта Групп Дистрибьюшн,Актобе
105,Директор филиала,,Опыт 3-6 лет,ТОО ITSTEP Academy Almaty,Усть-Каменогорск
106,Коммерческий директор,500 000 – 1 000 000 ₸ на руки,Опыт более 6 лет,ТОО Пинта Групп Дистрибьюшн,Уральск
107,Заместитель директора по продажам,700 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО УралМеталлинвест,Актау
108,Директор отделения,,Без опыта,АО Банк ЦентрКредит,Костанай
109,Операционный директор,,Опыт 3-6 лет,ТОО Строительный двор и К,Алматы
110,Территориальный директор,,Опыт 3-6 лет,ООО Возовоз,Алматы
111,Директор филиала,,Опыт 3-6 лет,ТОО Торговая Компания Мегаполис-Казахстан,Уральск
112,Заместитель директора по продажам,700 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО УралМеталлинвест,Уральск
113,Заместитель директора по продажам,700 000 – 1 000 000 ₸ на руки,Опыт 3-6 лет,ТОО УралМеталлинвест,Актобе
114,Генеральный директор/Административный директор,1 500 – 2 000 $ на руки,Опыт более 6 лет,Оптовая торговля,Алматы
115,Директор филиала,,Опыт 3-6 лет,ТОО КДЛ ОЛИМП (ТОО Мырза-Хан),Семей
116,Первый заместитель директора,от 1 500 000 ₸ на руки,Опыт более 6 лет,ТОО KazFerroGroup,Павлодар
117,Директор SDUPress,,Опыт 3-6 лет,Учреждение SDU University,Алматы
118,Коммерческий директор (CCO),150 000 – 300 000 сом на руки,Опыт 3-6 лет,ООО Металлопрокатный з-д им. Фрунзе,Алматы
119,Операционный директор,,Опыт 3-6 лет,ТОО Еврогидросервис,Усть-Каменогорск
120,Директор по производству,,Опыт 3-6 лет,ТОО Светотехника-1,Костанай
121,Директор филиала,от 560 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО PET,Шымкент
122,Коммерческий директор (CCO)/ Директор по продажам/ Коммерческий директор сети фитнес-клубов,,Опыт 3-6 лет,ИП Акбаев М.А.,Караганда
123,Коммерческий директор,,Опыт 3-6 лет,ТОО Компания Нефтехим LTD,Павлодар
124,Директор,,Опыт 3-6 лет,ТОО КДЛ ОЛИМП (ТОО Мырза-Хан),Астана
125,Управляющий директор,,Без опыта,ТОО ТОО «Flat iron»,Атырау
126,Исполнительный директор,,Опыт 3-6 лет,ТОО ТАН-НҰР,Шымкент
127,Директор рестопарка,,Опыт более 6 лет,ТОО MultiBRAND COMPANY (Avatariya),Алматы
128,Коммерческий директор,до 1 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО AMANSULTAN,Астана
129,Директор розницы,450 000 – 700 000 ₸ на руки,Опыт 1-3 года,ТОО SUCCESS.KZ,Алматы
130,Генеральный директор,,Опыт более 6 лет,Евросиб. Транспорт и Логистика,Алматы
131,Исполнительный директор,от 700 000 ₸ на руки,Опыт 3-6 лет,ТОО СМ Бэби Трейдинг,Алматы
132,Исполнительный директор,до 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ДСП Trade,Алматы
133,Коммерческий директор,,Опыт более 6 лет,ТОО Астанинский электротехнический завод,Астана
134,Директор дилерского центра,,Опыт 3-6 лет,ТОО Вираж,Алматы
135,Коммерческий директор (CCO),500 000 – 700 000 ₸ до вычета налогов,Опыт 3-6 лет,АО Актюбинский завод металлоконструкций,Актобе
136,Коммерческий директор,,Опыт 3-6 лет,ТОО ТРЦ Тамаша,Алматы
137,Коммерческий директор,,Опыт 3-6 лет,ТОО ТРЦ Тамаша,Астана
138,Директор по развитию,,Опыт 1-3 года,ТОО ФАРМАКС - 2,Костанай
139,Исполнительный директор (транспортно-логистическая компания),,Опыт более 6 лет,ТОО Бизнес-Эксперт Консалт,Алматы
140,Коммерческий директор,,Опыт 3-6 лет,ТОО MetaHR,Алматы
141,Директор по логистике,1 000 000 – 2 000 000 ₸ на руки,Опыт более 6 лет,ИП Recruit expert,Алматы
142,Коммерческий директор (CCO),,Опыт 3-6 лет,ТОО ТАН-НҰР,Шымкент
143,Директор по продажам,,Опыт более 6 лет,ТОО Skill Hub,Алматы
144,Заместитель Директора,,Опыт более 6 лет,АО Bereke Bank,Семей
145,Директор по развитию,70 000 – 110 000 ₽ на руки,Опыт 1-3 года,ООО Перспектива,Астана
146,Коммерческий директор (CCO),,Опыт 3-6 лет,ТОО Оңтүстік-құрылыс сервис,Шымкент
147,Директор ТОО,от 1 100 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Вертро Астана,Астана
148,Исполнительный директор,500 000 – 3 000 000 ₸ на руки,Опыт 3-6 лет,ТОО SID Car Service Company,Алматы
149,Руководитель / Директор / Управляющий,450 000 – 800 000 ₸ на руки,Без опыта,ТОО Одобрен PROJECTS,Астана
150,Руководитель отдела продаж,800 000 – 1 200 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Торговый дом ВВМ,Алматы
151,Управляющий СПА,от 300 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Fitness Palace KZ Нурмаханбетов Е.С.,Астана
152,Персональный ассистент CEO,,Опыт 3-6 лет,ТОО Cyber Temple,Алматы
153,Руководитель отдела продаж,от 800 000 ₸ на руки,Опыт более 6 лет,ТОО Интер Камень,Алматы
154,Начальник на производства,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО АМК-Метиз,Астана
155,Региональный директор по продажам (г. Астана),500 000 – 800 000 ₸ на руки,Опыт 3-6 лет,"SANY KAZAKHSTAN - Генеральное Представительство SANY HEAVY MACHINE CO., Ltd в Казахстане",Астана
156,Менеджер по продажам в Yaya-стартап в теплые заявки,600 000 – 1 200 000 ₸ до вычета налогов,Без опыта,ТОО yaya,Алматы
157,Заведующий складом,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Sozo,Алматы
158,Персональный водитель руководителя,от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО ENGINEERING AND CONSTRUCTION GROUP,Астана
159,Менеджер по продажам,1 000 000 – 1 500 000 ₸ на руки,Без опыта,ТОО SDELKA PLUS,Астана
160,Менеджер по развитию продаж на направление проектные двери,,Опыт 1-3 года,ООО Проектные Двери,Алматы
161,Менеджер по продажам,200 000 – 1 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Sattar Consulting,Алматы
162,B2B Руководитель отдела продаж в HR-Стартап,900 000 – 1 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО SoBes,Алматы
163,Заведующий производством,650 000 – 650 000 ₸ на руки,Опыт 3-6 лет,ТОО Feed Trade,Каскелен
164,"Администратор Fix-price (,г.Аксу,ул.М.О. Ауэзова,д.79, н.п. 67)",252 000 – 277 000 ₸ до вычета налогов,Без опыта,ТОО Бэст Прайс Казахстан,Аксу (Павлодар.обл)
165,Заведующий складом,до 300 000 ₸ на руки,Опыт 1-3 года,ТОО BABY CARE KZ,Астана
166,Менеджер по продажам рекламных услуг,250 000 – 500 000 ₸ на руки,Без опыта,ТОО 2GIS Astana,Астана
167,Офис менеджер c возможностью карьерного роста,от 150 000 ₸ на руки,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
168,Начинающий специалист,150 000 – 1 500 000 ₸ до вычета налогов,Без опыта,ТОО АНЭП-Астана,Астана
169,Менеджер по продажам,от 60 000 ₽ на руки,Опыт 1-3 года,ООО Биосфера,Костанай
170,Водитель/грузчик-заведующий складом,350 000 – 350 000 ₸ на руки,Опыт 1-3 года,ООО ARHAT HOLDING,Алматы
171,Оператор call-центра(На казахскую линию),от 300 000 ₸ до вычета налогов,Без опыта,ТОО Talk&Call,Шымкент
172,Водитель на cобственном автомобиле,300 000 – 350 000 ₸ на руки,Опыт более 6 лет,ТОО Ari Service,Алматы
173,Кассир-оценщик (Шымкент) в одну из крупнейших сетей ломбардов,220 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Шымкент
174,Юрист,250 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
175,Инженер ОВ и ВК,,Опыт 1-3 года,ТОО Hidaya Corporation,Алматы
176,Трафик менеджер по контекстно-медийной рекламе,250 000 – 600 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО IMARKETING,Алматы
177,Архитектор,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Kazakhstan Invest Construction,Алматы
178,Кассир-оценщик в одну из крупнейших сетей ломбардов (Астана),220 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Астана
179,Менеджер в отдел продаж,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
180,Валютный кассир г. Алматы,400 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
181,Контент-мейкер,200 000 – 400 000 ₸ на руки,Без опыта,ТОО MIDI Mart,Алматы
182,Продавец (Ambassador),300 000 – 880 000 ₸ на руки,Без опыта,ТОО LIBERTY SPACE,Шымкент
183,Помощник бухгалтера,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,"SANY KAZAKHSTAN - Генеральное Представительство SANY HEAVY MACHINE CO., Ltd в Казахстане",Алматы
184,Работник склада,210 000 – 230 000 ₸ на руки,Без опыта,ТОО Заммлер Казахстан. Логистика и Склад,Караганда
185,Работник склада,210 000 – 230 000 ₸ на руки,Без опыта,ТОО Заммлер Казахстан. Логистика и Склад,Астана
186,Офис-менеджер,90 000 – 90 000 ₸ на руки,Без опыта,ТОО Begemot Almaty,Шымкент
187,Специалист отдела продаж и клиентского обслуживания,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
188,HR специалист / Менеджер по персоналу,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО HelpResource (ХелпРесорс),Алматы
189,B2B Менеджер по продажам в HR-стартап,900 000 – 1 200 000 ₸ на руки,Опыт 1-3 года,ТОО SoBes,Алматы
190,Менеджер по продажам новых автомобилей,от 450 000 ₸ на руки,Опыт 1-3 года,ТОО ASTER AUTO,Усть-Каменогорск
191,Логист,400 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Feed Trade,Алматы
192,Руководитель отдела продаж проекта Системы Теплоснабжение и ГВС,,Опыт 3-6 лет,ТОО ТехноНИКОЛЬ-КАЗАХСТАН,Астана
193,Кладовщик-экспедитор,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,Der Spur (ИП Мусаев),Алматы
194,Менеджер по туризму,200 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО today.travel UK,Алматы
195,Middle Программист 1С,,Опыт 3-6 лет,АО Группа компаний Аллюр,Астана
196,Продавец-консультант Алматы,300 000 – 1 500 000 ₸ на руки,Без опыта,ТОО Дико&Полезно,Алматы
197,Управляющий фитнес-клубом (Астана),350 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Дана «Balance»,Астана
198,Менеджер по продажам на личных встречах (без поиска клиентов),от 600 000 ₸ на руки,Опыт 1-3 года,ТОО Level-kuhni,Алматы
199,Менеджер по продажам,800 – 1 100 $ до вычета налогов,Опыт 1-3 года,ИП Swim Kids,Алматы
200,Региональный менеджер по продажам,от 150 000 ₽ на руки,Опыт 1-3 года,ГК ЛипецкПрофиль,Алматы
201,Кладовщик,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,"INTELLPACK, компания",Алматы
202,Менеджер по продажам на личных встречах (без поиска клиентов),от 600 000 ₸ на руки,Опыт 1-3 года,ТОО Level-kuhni,Алматы
203,Менеджер по продажам,800 – 1 100 $ до вычета налогов,Опыт 1-3 года,ИП Swim Kids,Алматы
204,Региональный менеджер по продажам,от 150 000 ₽ на руки,Опыт 1-3 года,ГК ЛипецкПрофиль,Алматы
205,Повар в сеть быстрого питания GIPPO БЕЗ ОПЫТА РАБОТЫ,160 000 – 275 000 ₸ на руки,Без опыта,ТОО Begemot Almaty,Алматы
206,Менеджер по продажам и работе с клиентами,450 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП М.двери (Пон В.В.),Шымкент
207,"Менеджер по продажам, кухни (без поиска, теплые клиенты)",400 000 – 1 800 000 ₸ на руки,Опыт 1-3 года,ТОО Level-kuhni,Алматы
208,Продавец-консультант Караганда,300 000 – 1 500 000 ₸ на руки,Без опыта,ТОО Дико&Полезно,Караганда
209,Маркетолог,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Империя красоты Анели,Алматы
210,Рекрутер / HR-менеджер,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Адал Шарт,Алматы
211,Менеджер по продажам отделочных материалов,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ИП DERUFA УРАЛЬСК,Уральск
212,Sales-стилист онлайн заказов (г. Алматы),,Без опыта,ИП Anima,Алматы
213,Специалист по логистике / Менеджер импорта (ВЭД),300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Еком Маркетинг,Алматы
214,Офис-менеджер,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Modify.kz,Караганда
215,Администратор / Офис-менеджер,от 300 000 ₸ на руки,Опыт 3-6 лет,ИП Imperial Almaty,Алматы
216,Бухгалтер,400 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО DIVAN_HOME,Астана
217,SMM-менеджер,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Avenue (ТАНАТАРОВ А.М),Алматы
218,Старший бухгалтер октябрь 2024г.,до 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Бухгалтерская фирма Ajour,Алматы
219,Ломбардқа кассир-бағалаушы,250 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Алматы
220,Кассир-оценщик с удобным графиком в ломбард,250 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Алматы
221,"Заведующий складом. Склад находиться в жилом комплексе Dragon City в теплом, комфортном помещение.",от 450 000 ₸ на руки,Опыт 1-3 года,ТОО Baraholka-Express.kz,Алматы
222,Начальник отдела контроля качества,от 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Жанафарм,Алматы
223,Графический дизайнер,300 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Рекламный центр Идеал,Астана
224,Руководитель отдела кадровой работы,300 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Институт геологических наук им.К.И.Сатпаева,Алматы
225,Менеджер по продажам и работе с клиентами,450 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП М.двери (Пон В.В.),Шымкент
226,Оператор колл-центра со знанием русского и казахского языков,от 150 000 ₸ на руки,Без опыта,ТОО Глоббинг,Алматы
227,Менеджер по продажам,от 60 000 ₽ на руки,Опыт 1-3 года,ООО Биосфера,Актау
228,"Администратор магазина (ул. Момышулы, 126)",252 000 – 277 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Бэст Прайс Казахстан,Экибастуз
229,Заведующий складом,380 000 – 400 000 ₸ на руки,Опыт 3-6 лет,"INTELLPACK, компания",Алматы
230,Младший бухгалтер,до 200 000 ₸ на руки,Без опыта,ТОО Бухгалтерская фирма Ajour,Алматы
231,Менеджер по продажам в школу IT,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Decode Group,Алматы
232,Ассистент руководителя отдела импортных закупок и логистики,от 300 000 ₸ на руки,Без опыта,"INTELLPACK, компания",Алматы
233,Менеджер по продажам услуг,400 000 – 600 000 ₸ на руки,Без опыта,ТОО RT GROUP,Астана
234,Офис-менеджер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО ГК Велунд Сталь-Алматы,Алматы
