ID,Vacancy_name,Salary,Experience,Company_name,Location
507,Lead Process Engineer - Sulphur Recovery,,Опыт более 6 лет,ТОО FSSA,Атырау
508,SMM Manager,,Опыт 1-3 года,ЧК ZIMRAN LTD.,Алматы
509,Special Projects & Verticals Safety Lead,,Опыт 3-6 лет,ТОО inDrive,Алматы
510,HR-специалист,400 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Merlion Development Group,Астана
511,Менеджер по продажам,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
512,Finance Manager,,Опыт 3-6 лет,ТОО «Qazaq Soda (Казах Сода)»,Тараз
513,Country Director,,Опыт более 6 лет,ТОО ТМФ Казахстан,Алматы
514,Механик - Наладчик,от 250 000 ₸ на руки,Без опыта,ТОО Ztown Development,Астана
515,Бизнес-контроллер ( позиция временная),от 946 360 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ДХЛ ИНТЕРНЕШНЛ КАЗАХСТАН,Алматы
516,Regional Sales Manager,,Опыт 3-6 лет,"ТОО ЮНИЛЕВЕР КАЗАХСТАН (ТМ, Unilever)",Атырау
517,Real Estate Agent in Dubai,от 1 000 $ на руки,Опыт 1-3 года,RAKHAT PROPERTIES L.L.C,Астана
518,Customer Service Manager,,Опыт 3-6 лет,ТОО Amcor Tobacco Packaging Kazakhstan,Алматы
519,"Audit Specialist (A1), Almaty/Astana",,Без опыта,ТОО Grant Thornton,Алматы
520,Менеджер по продажам (В2В),170 455 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Лайт Касса,Астана
521,QA engineer (middle),,Опыт 1-3 года,ТОО Butterfly Effect,Астана
522,Менеджер по продажам и работе с клиентами,500 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
523,1С-разработчик (Middle+/Senior),,Опыт 3-6 лет,СК Jusan Garant,Алматы
524,Ассистент руководителя в отдел продаж,,Без опыта,Частная компания “Automated Communication Solutions Ltd.”,Талдыкорган
525,.Net Trainee,,Без опыта,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Кызылорда
526,.Net Trainee,,Без опыта,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Караганда
527,Accounting Assistant,,Без опыта,ТОО Grant Thornton,Алматы
528,Regional Sales Manager Shymkent,,Опыт 1-3 года,De'Longhi,Алматы
529,SAP BTP Consultant,,Опыт 3-6 лет,LeverX,Астана
530,Агент по продаже недвижимости,400 000 – 3 000 000 ₸ на руки,Без опыта,Atrium,Алматы
531,Head of Marketing Department,,Опыт 3-6 лет,ТОО MЕГОГО Казахстан (МЕГОГО Қазақстан),Алматы
532,Медиа менеджер,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
533,Regional Market Access Manager,,Опыт 3-6 лет,ООО Ново Нордиск,Астана
534,Senior Marketing Manager (EdTech),,Опыт 3-6 лет,ТОО inDrive,Алматы
535,Менеджер по продажам (телеком оборудование),300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО NAG Kazakhstan (НАГ Казахстан),Алматы
536,Графический дизайнер,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
537,HR-specialist/HR-специалист,,Опыт 1-3 года,ТОО Crowe Outsourcing KZ (Кроу Аутсорсинг КЗ),Астана
538,Sales and Marketing Director,,Опыт 3-6 лет,ТОО ТМ Ramada by Wyndham Almaty (SALEM Hotel Management),Алматы
539,Агент по недвижимости,500 000 – 1 300 000 ₸ на руки,Без опыта,ТОО ЦАН РИЭЛТ,Астана
540,SMM-менеджер,,Опыт 1-3 года,ТОО DauInvest,Астана
541,Менеджер по продажам конференций (деловые конференции),350 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО Adam Smith Eurasia (Адам Смит Евразия),Алматы
542,Senior Coordinator,,Опыт 3-6 лет,KIMEP,Алматы
543,Real Estate Agent in Dubai,от 1 000 $ на руки,Опыт 1-3 года,RAKHAT PROPERTIES L.L.C,Алматы
544,Music Teacher (со знанием английского языка),350 000 – 500 000 ₸ на руки,Опыт 3-6 лет,Филиал Международная школа г. Астаны учреждения Алматинская международная школа,Астана
545,Assistant of the sales department,,Без опыта,Abbott,Алматы
546,Sales Team Assistant  / Ассистент отдела продаж,от 540 000 ₸ до вычета налогов,Опыт 1-3 года,"«Procter & Gamble», Молодой специалист",Алматы
547,Teacher Assistant,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО Keystone International Preschool,Алматы
548,Старший бухгалтер по налогам/Tax & Accounting Supervisor,,Опыт 3-6 лет,ТОО АТЮ Дьюти Фри Казахстан (ATU Duty Free Kazakhstan),Алматы
549,Senior Business-Analyst,,Опыт 3-6 лет,ТОО MAGNUM. Защита активов и предотвращение потерь/Активтерді қорғау және шығындарды болдырмау,Алматы
550,Экономист,,Без опыта,ТОО ADG – AULET DEVELOPMENT GROUP,Шымкент
551,Химик-разработчик,,Без опыта,ООО Профкосметик,Астана
552,Lead Supplier Quality Assurance Engineer,,Опыт более 6 лет,ТОО Autodoc Group (Автодок Казахстан),Алматы
553,"Shopper Insights Manager, Eurasia",,Опыт 3-6 лет,ТОО Mondelez Kazakhstan LLP,Алматы
554,"Оператор упаковочного оборудования в аэропорту, г. Актау",от 200 000 ₸ на руки,Без опыта,ТОО Develop4,Актау
555,Advertising Manager / Менеджер по рекламе,,Опыт 1-3 года,ТОО TVIN KAZAKHSTAN (ТВИН КАЗАХСТАН),Алматы
556,Менеджер по проектным продажам,от 150 000 ₽ на руки,Опыт 1-3 года,NORDFOX,Алматы
557,"Senior Consultant (Credit Risk), Financial Risk Management group, Consulting department",,Опыт 3-6 лет,ТОО KPMG,Алматы
558,Social Media Specialist / SMM,,Опыт 3-6 лет,ТОО De Montfort University Kazakhstan (Де Монтфорт Юниверсити Казахстан),Алматы
559,Химик-разработчик,,Без опыта,ООО Профкосметик,Алматы
560,Программист 1С (Middle),,Опыт 1-3 года,ИП HR Solutions (ТМ Белый Ветер KZ),Астана
561,Assistant to Marketing department,,Опыт 1-3 года,ТОО Байерсдорф Казахстан,Алматы
562,"Senior Consultant (Credit Risk), Financial Risk Management group, Consulting department",,Опыт 3-6 лет,ТОО KPMG,Астана
563,Инженер-конструктор,,Опыт 1-3 года,ТОО Орион Система,Алматы
564,Middle Revenue Analyst,,Опыт 1-3 года,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана
565,Администратор Баз данных (DBA),,Опыт 3-6 лет,АО Home Credit Bank,Алматы
566,Regional Field Service Senior Manager Asia Cluster,,Опыт 3-6 лет,ТОО FLSmidth (ФЛСмидс),Астана
567,Contract Engineer,,Опыт более 6 лет,ТОО FSSA,Актау
568,Regional Sales Manager,,Опыт 3-6 лет,"ТОО ЮНИЛЕВЕР КАЗАХСТАН (ТМ, Unilever)",Астана
569,Key Account Manager,,Опыт 1-3 года,ТОО Glovo Kazakhstan,Алматы
570,Deputy Head of Drilling Department,,Опыт более 6 лет,СП КАТКО,Шымкент
571,Store manager,,Опыт 1-3 года,ТОО Glovo Kazakhstan,Алматы
572,ESG-эксперт,,Опыт 3-6 лет,ТОО Центрально-Азиатский институт экологических исследований,Алматы
573,Редактор детского контента,,Опыт 3-6 лет,ТОО ТОР-МЕДИА,Алматы
574,Менеджер по продажам,250 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО RuSoft company,Астана
575,Менеджер по розничным продажам,500 000 – 2 000 000 ₸ на руки,Без опыта,Atrium,Алматы
576,2D Character Artist (Hidden objects project),,Опыт 3-6 лет,ТОО G5EN KAZ,Алматы
577,Level Design Director,,Опыт более 6 лет,ТОО G5EN KAZ,Астана
578,2D Character Artist (Hidden objects project),,Опыт 3-6 лет,ТОО G5EN KAZ,Астана
579,KYC Senior Specialist to AML Department,,Опыт более 6 лет,АО Торгово-промышленный Банк Китая в городе Алматы ICBC,Алматы
580,Программист 1С (Middle),,Опыт 1-3 года,ИП HR Solutions (ТМ Белый Ветер KZ),Алматы
581,Front Office attendant (English and Kazakh speaking) / Сотрудник Фронт Офиса (английский/казахский),,Опыт 1-3 года,ТОО Sheraton Astana Hotel,Астана
582,Программист 1С,от 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Ломбард Гарант KZ,Караганда
583,Ассистент менеджера по медиапланированию,до 250 000 ₸ на руки,Без опыта,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
584,Regional Field Service Senior Manager Asia Cluster,,Опыт 3-6 лет,ТОО FLSmidth (ФЛСмидс),Алматы
585,Senior Manager - Financial Institutions Division,,Опыт более 6 лет,АО Торгово-промышленный Банк Китая в городе Алматы ICBC,Алматы
586,Senior Consultant in Accounting Advisory Services,,Опыт 3-6 лет,ТОО KPMG,Астана
587,Стажера/помощника юриста,,Без опыта,ТОО ADG – AULET DEVELOPMENT GROUP,Шымкент
588,Специалист по продажам,от 600 000 ₸ на руки,Опыт 1-3 года,ТОО DALEX DEVELOPMENT,Алматы
589,Бухгалтер по контрактам,,Опыт 3-6 лет,ТОО Метэкс Сервис,Павлодар
590,Assistant Customer Strategy Planner,,Опыт 3-6 лет,"ТОО ЮНИЛЕВЕР КАЗАХСТАН (ТМ, Unilever)",Алматы
591,Night Shift Front Office Supervisor,,Опыт 1-3 года,ТОО Sheraton Astana Hotel,Астана
592,"Actuary, Financial Risk Management group, Consulting department",,Опыт 3-6 лет,ТОО KPMG,Астана
593,"Actuary, Financial Risk Management group, Consulting department",,Опыт 3-6 лет,ТОО KPMG,Алматы
594,Senior Consultant in Accounting Advisory Services,,Опыт 3-6 лет,ТОО KPMG,Алматы
595,Administrative Assistant,до 1 200 $ на руки,Опыт 1-3 года,International Brands,Алматы
596,Internal Control Specialist,,Опыт 3-6 лет,"Казахстанская Иджара Компания, АО",Алматы
597,"Customer Activation Manager, Kazakhstan",,Опыт 3-6 лет,"Марс, Wrigley",Алматы
598,Бухгалтер,250 000 – 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Азат и Д,Костанай
599,Системный аналитик,,Опыт 3-6 лет,ТОО ДиджиталБизФэктори,Алматы
600,Senior Digital Specialist,,Опыт 1-3 года,Публичная Компания «Freedom Finance Global PLC»,Алматы
601,SAP ME/MII Consultant,,Опыт 3-6 лет,LeverX,Астана
602,Менеджер по отгрузкам ветеринарных препаратов / логист,,Опыт 3-6 лет,ООО Биовет-К,Алматы
603,Бизнес аналитик в управление технологий и сервиса персонала,,Опыт 1-3 года,АО Home Credit Bank,Алматы
604,Brands Account Manager,,Опыт 3-6 лет,ТОО Glovo Kazakhstan,Алматы
605,Customer Excellence Manager / Начальник отдела обслуживания клиентов (Алматы),,Опыт 1-3 года,ТОО Henkel Central Asia & Caucasus,Алматы
606,Менеджер отдела продаж,250 000 – 900 000 ₸ на руки,Опыт 1-3 года,ТОО Capital Invest Construction,Шымкент
607,Medical Advisor CIS,,Опыт 3-6 лет,Abbott,Алматы
608,Менеджер по государственным закупкам (тендерам),от 300 000 ₸ на руки,Опыт 3-6 лет,ТОО STEM Academia,Астана
609,Тракторист-машинист,от 330 000 ₸ на руки,Опыт 1-3 года,ТОО DALEX DEVELOPMENT,Алматы
610,Senior Relationship Manager - Corporate Banking Department (Foreign Global Bank),,Опыт более 6 лет,АО Торгово-промышленный Банк Китая в городе Алматы ICBC,Алматы
611,Ведущий дизайнер-визуализатор в студию дизайна,200 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО ART BY PINTRILLION,Алматы
612,Key Account Manager (China),,Опыт 3-6 лет,ТОО Globalink,Алматы
613,Corporate Communication and marketing specialist,,Опыт 3-6 лет,ТОО Globalink,Алматы
614,Senior Specialist Order Book Fulfilment,,Опыт 1-3 года,adidas Kazakhstan,Алматы
615,Ветеринарный врач - консультант / Менеджер продаж ветеринарных препаратов в Республике Казахстан,,Опыт 3-6 лет,ООО Биовет-К,Алматы
616,Эколог,от 370 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ЭКОЭКСПЕРТ,Караганда
617,Инженер ПТО,500 000 – 650 000 ₸ на руки,Опыт 3-6 лет,ТОО FS Development Group,Астана
618,Материальный бухгалтер и экономист в одном лица,от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО BIK DEVELOPMENT,Шымкент
619,"Service Desk Specialist, IT Support",,Опыт 1-3 года,ТОО KPMG,Астана
620,Директор Департамента стратегического анализа и корпоративного развития,,Опыт 3-6 лет,Фонд Развития предпринимательства Даму,Алматы
621,Менеджер по продажам/Руководитель направления,,Опыт 3-6 лет,ООО ГК ДИАТ,Астана
622,Финансовый менеджер,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
623,Бухгалтер материального стола,,Опыт 1-3 года,ТОО ADG – AULET DEVELOPMENT GROUP,Шымкент
624,Расчетный бухгалтер,до 369 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Hotel Development Company (Ibis Hotel Astana),Астана
625,Креативный копирайтер,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
626,Key Account Manager,,Опыт 3-6 лет,ТОО Smart Solutions Personnel,Алматы
627,Дизайнер-проектировщик (интерьеры),,Опыт 1-3 года,ООО Архитектурная Студия_40,Алматы
628,Senior Payroll Accountant,,Опыт 3-6 лет,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Астана
629,Сварщик-арматурщик,350 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО JSN Development,Астана
630,Project Manager,,Опыт более 6 лет,ТОО Butterfly Effect,Астана
631,"Технолог, Техник по сопровождению продаж автохимии",1 300 – 1 600 $ до вычета налогов,Опыт 3-6 лет,ИП Бегачева Екатерина Борисовна,Алматы
632,Senior Specialist B&M Franchise​​​​​​​,,Опыт 3-6 лет,adidas Kazakhstan,Алматы
633,Ведущий системный аналитик,,Опыт 3-6 лет,АО Aitas KZ,Усть-Каменогорск
634,Medical Affairs Manager,,Опыт более 6 лет,Johnson & Johnson,Алматы
635,"Corporate Government Affairs Manager, Eurasia (Maternity Leave position)",,Опыт 3-6 лет,ТОО Mondelez Kazakhstan LLP,Алматы
636,Ведущий консультант 1С ЗУП,,Опыт 3-6 лет,РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан,Астана
637,Head of Logistics&Procurement,,Опыт более 6 лет,ООО ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,Астана
638,Department and Personal Assistant in Consulting Department,,Опыт 1-3 года,ТОО KPMG,Алматы
639,Специалист SMM,,Опыт 3-6 лет,ТОО Chimbulak Development,Алматы
640,Area visual merchandiser,,Опыт 1-3 года,ТОО Defacto Retail Store Kz,Алматы
641,Менеджер по продажам / Sales manager,300 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО Орион Система,Алматы
642,Главный энергетик,,Без опыта,ТОО VK development group,Астана
643,Budget and Reporting Manager,,Опыт более 6 лет,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),Алматы
644,Менеджер по продажам спонсорства / Менеджер по работе со спонсорами,400 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Adam Smith Eurasia (Адам Смит Евразия),Алматы
645,Business analyst (бизнес-аналитик),,Опыт 3-6 лет,ООО ЕТС ИНТЕРНЕЙШНЛ,Астана
646,SAP PP Consultant,,Опыт 3-6 лет,LeverX,Астана
647,Повар,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Ztown Development,Астана
648,Logistician,,Опыт 3-6 лет,ТОО Eiger,Алматы
649,Дизайнер интерьера КРУПНЫХ ПРОЕКТОВ,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО ART BY PINTRILLION,Алматы
650,Специалист по набору платежей (Казначей),до 310 000 ₸ до вычета налогов,Опыт 1-3 года,ЧК BI Development Ltd.,Астана
651,Head of Logistics&Procurement,,Опыт более 6 лет,ООО ГЕТ ЭКСПЕРТС РЕКРУТМЕНТ,Алматы
652,Программист 1С ЗУП,,Опыт 1-3 года,ТОО Первый БИТ,Астана
653,Бухгалтер по доходам,369 600 – 369 600 ₸ до вычета налогов,Опыт 1-3 года,ТОО Hotel Development Company (Ibis Hotel Astana),Астана
654,Механик по обслуживанию складской техники,от 225 000 ₸ на руки,Опыт 1-3 года,Teez,Караганда
655,Group & Events Sales Manager,200 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО ТМ Ramada by Wyndham Almaty (SALEM Hotel Management),Алматы
656,Специалист по замене масел,250 000 – 1 000 000 ₸ на руки,Опыт 1-3 года,ТОО ASIAN DEVELOPMENT COMPANY (ADC),Семей
657,Главный энергетик,,Опыт более 6 лет,ТОО VK development group,Алматы
658,Координатор BTL-проектов,,Опыт 1-3 года,ТОО DASM Group of companies (MEGA DEVELOPMENT),Алматы
659,Программист 1С ЗУП,,Опыт 3-6 лет,ТОО Казфосфат,Алматы
660,"Ведущий дизайнер интерьеров (ведущий дизайнер-визуализатор), Алматы",,Опыт 1-3 года,ООО Архитектурная Студия_40,Алматы
661,Администратор пункта выдачи,200 000 – 225 000 ₸ на руки,Без опыта,Teez,Алматы
662,Консультант 1С по бухгалтерскому учету,272 000 – 408 000 ₸ на руки,Опыт 3-6 лет,ТОО Арида-Софт,Петропавловск
663,Корпоративный секретарь (Юридический департамент) / Corporate Secretary (Legal Department),,Опыт 3-6 лет,АО Торгово-промышленный Банк Китая в городе Алматы ICBC,Алматы
664,Программист 1С ЗУП,,Опыт более 6 лет,ТОО Казфосфат,Тараз
665,Business Development Manager / Менеджер по развитию бизнеса,,Опыт 1-3 года,Go Ahead,Алматы
666,Старший разработчик 1С/Технический специалист 1С,,Опыт 3-6 лет,ТОО MP Solutions,Алматы
667,Методист корпоративных программ,,Опыт 1-3 года,ЧК BI Development Ltd.,Астана
668,Комплектовщик (р-н ТРЦ Максима),до 250 000 ₸ на руки,Без опыта,ТОО NAG Kazakhstan (НАГ Казахстан),Алматы
669,Manager to Risk Assurance (Broader Assurance Services),,Опыт 3-6 лет,PricewaterhouseCoopers,Алматы
670,Менеджер по продажам,до 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Идеал Трейд Маркет,Атырау
671,E-commerce Senior Merchandise Specialist,,Опыт 3-6 лет,adidas Kazakhstan,Алматы
672,Consultant 1-3 / Tax Compliance / Almaty,,Опыт 1-3 года,ТОО KPMG,Алматы
673,Сервисный инженер,170 000 – 200 000 ₸ до вычета налогов,Без опыта,ТОО Учёт. Бухгалтерия,Алматы
674,Solution manager,,Опыт 3-6 лет,ТОО Хуавей Текнолоджиз Казахстан,Алматы
675,Expert Database Administrator,,Опыт 3-6 лет,АО Народный банк Казахстана,Алматы
676,Воспитатель в детский клуб на горном курорте Shymbulak,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Chimbulak Development,Алматы
677,Прораб общестроительных работ,до 400 000 ₸ на руки,Опыт 3-6 лет,ТОО EA Development,Алматы
678,Trade Specialist,,Опыт более 6 лет,Deloitte DKU,Астана
679,Специалист по сопровождению проектов,,Опыт 3-6 лет,ТОО VK development group,Усть-Каменогорск
680,Разнорабочий,от 240 000 ₸ на руки,Без опыта,ТОО Dezi Development,Астана
681,Product менеджер по развитию платежей,,Опыт 1-3 года,АО Народный банк Казахстана,Алматы
682,Hotel Cleanliness Supervisor / Супервайзер хозяйственной службы отеля,,Опыт 1-3 года,ТОО Sheraton Astana Hotel,Астана
683,Agile Brand Associate,,Опыт 1-3 года,ТОО JTI Kazakhstan,Алматы
684,Персональный водитель руководителя,,Опыт более 6 лет,ТОО Chimbulak Development,Алматы
685,Trade Specialist,,Опыт более 6 лет,Deloitte DKU,Алматы
686,Главный менеджер Управления развития Colvir,,Опыт 1-3 года,АО Жилищный строительный сберегательный банк Отбасы банк,Алматы
687,Администратор на ресепшен горнолыжной школы,260 000 – 260 000 ₸ на руки,Опыт 1-3 года,ТОО Chimbulak Development,Алматы
688,HR Specialist (Compensation and Benefits),,Опыт 3-6 лет,ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),Алматы
689,Sustainable Development Reporting Project Specialist,,Опыт 3-6 лет,ТОО СЕРВИСНЫЙ ЦЕНТР ERG,Астана
690,Аниматор в детский лагерь на Shymbulak,до 200 000 ₸ на руки,Опыт 1-3 года,ТОО Chimbulak Development,Алматы
691,Грузчик,от 180 000 ₸ на руки,Без опыта,ТОО ASIAN DEVELOPMENT COMPANY (ADC),Костанай
692,Design System Designer,,Опыт 3-6 лет,ТОО ТОР-МЕДИА,Алматы
693,Инженер-эколог (проектирование),,Опыт более 6 лет,ТОО KAZ Design & Development Group LTD,Алматы
694,Финансист,400 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Konstrukt (project and development group),Атырау
695,Business Development Manager (Supervisor),,Опыт 3-6 лет,ТОО KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),Уральск
696,Business development manager,400 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Staff-UP Consulting Group,Алматы
697,Кассир (Горный курорт «Шымбулак»),от 260 000 ₸ на руки,Опыт 1-3 года,ТОО Chimbulak Development,Алматы
698,Менеджер по проектам,,Опыт 3-6 лет,ТОО М-Ломбард,Алматы
699,"Intern, Fixed Assets, Deal Advisory - Almaty/Astana",,Без опыта,ТОО KPMG,Астана
700,Tax Accountant,,Опыт более 6 лет,ТОО ILF Kazakhstan,Алматы
701,Руководитель практики по защите приложений,,Опыт более 6 лет,Публичная Компания «Freedom Finance Global PLC»,Алматы
702,Плотник завод (Modex),,Опыт 1-3 года,ЧК BI Development Ltd.,Астана
703,Mechanical Engineer,,Опыт более 6 лет,ТОО FSSA,Актау
704,Администратор пункта выдачи,200 000 – 200 000 ₸ на руки,Без опыта,Teez,Туркестан
705,Администратор пункта выдачи,200 000 – 200 000 ₸ на руки,Без опыта,Teez,Темиртау
706,2D Game Lead Artist (HOG project),,Опыт более 6 лет,ТОО G5EN KAZ,Астана
707,Evaluation & Training Specialist,,Опыт 1-3 года,ТОО KT&G GLOBAL KAZAKHSTAN (КЕЙ-ТИ-ЭНД-ДЖИ ГЛОБАЛ КАЗАХСТАН),Алматы
708,UBT and General English teacher,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Зерделі,Астана
709,2D Game Lead Artist (HOG project),,Опыт более 6 лет,ТОО G5EN KAZ,Алматы
710,Программист-стажер 1C,181 000 – 181 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Арида-Софт,Петропавловск
711,Программист 1С Senior,701 000 – 858 000 ₸ на руки,Опыт 3-6 лет,ТОО Арида-Софт,Петропавловск
712,"Executive 1-3, Transaction Services / Deal Advisory Department (Almaty/Astana)",,Без опыта,ТОО KPMG,Алматы
713,"Executive 1-2, Business Valuation, Deal Advisory, Almaty/Astana",,Без опыта,ТОО KPMG,Астана
714,Маркетолог,до 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Идеал Трейд Маркет,Атырау
715,"Intern, M&A /Deal Advisory Department (Astana/Almaty)",,Без опыта,ТОО KPMG,Астана
716,"Manager (Supply Chain), Digital CFO group, Management Consulting",,Опыт 3-6 лет,ТОО KPMG,Алматы
717,PHP разработчик/Fullstack разработчик,,Опыт 1-3 года,ТОО Сентрас Капитал,Алматы
718,Бухгалтер-калькулятор,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,Частная компания HAK Development Ltd.,Астана
719,1С программист,,Опыт 3-6 лет,АО Jusan Bank,Алматы
720,"Manager (Supply Chain), Digital CFO group, Management Consulting",,Опыт 3-6 лет,ТОО KPMG,Астана
721,Бухгалтер-консультант группы сопровождения,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО 1С-Рейтинг,Усть-Каменогорск
722,Бухгалтер-материалист,,Опыт 3-6 лет,ТОО VK development group,Усть-Каменогорск
723,Middle UX/UI дизайнер,,Опыт 1-3 года,АО Микрофинансовая организация KMF(КМФ),Алматы
724,MRP Controller,,Опыт 1-3 года,ТОО Alstom,Астана
725,Python-разработчик,,Опыт 3-6 лет,ТОО Butterfly Effect,Астана
726,Product Marketing Team Lead,,Опыт 3-6 лет,ТОО G5EN KAZ,Астана
727,.NET developer,,Опыт 1-3 года,АО Народный банк Казахстана,Алматы
728,Главный бухгалтер,400 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Brass of Qazaqstan PVL,Павлодар
729,Прораб,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Konstrukt (project and development group),Атырау
730,"Lead Client Developer (SmartTV, JS)",,Опыт 3-6 лет,ТОО ТОР-МЕДИА,Алматы
731,Программист-разработчик 1С,,Опыт 1-3 года,ТОО Алып-2008,Караганда
732,Разработчик 1С,,Опыт 3-6 лет,Публичная Компания «Freedom Finance Global PLC»,Алматы
733,Менеджер по планированию и контролю сроков,,Опыт 1-3 года,ЧК BI Development Ltd.,Астана
734,Senior Civil Structural Engineer,,Опыт 3-6 лет,ТОО Газстройпроект,Аксай (Казахстан)
735,IBP Category Manager,,Опыт более 6 лет,ТОО Филип Моррис Казахстан,Алматы
736,Программист 1С,,Опыт 3-6 лет,Alphior Business Partners,Алматы
737,Experienced Audit Assistant (General / Financial Services),,Опыт 1-3 года,ТОО KPMG,Астана
738,Frontend веб-разработчик,до 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО initkz,Алматы
739,Менеджер по продажам,,Опыт 1-3 года,ТОО Коркем Телеком,Алматы
740,Senior Project buyer,,Опыт более 6 лет,ТОО ДСТ ИНЖИНИРИНГ,Астана
741,Менеджер по продлению договоров,200 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Первый БИТ,Алматы
742,"Supervisor in Audit department, General / Financial Services (Astana)",,Опыт 3-6 лет,ТОО KPMG,Астана
743,Инженер КИПиА,,Опыт 3-6 лет,ТОО Макинский Завод Теплоизоляции,Щучинск
744,Инженер КИПиА,,Опыт 3-6 лет,ТОО Макинский Завод Теплоизоляции,Павлодар
745,Администратор офиса (Shymbulak),от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Chimbulak Development,Алматы
746,Инженер КИПиА,,Опыт 3-6 лет,ТОО Макинский Завод Теплоизоляции,Усть-Каменогорск
747,Manager in Audit department (General / Financial Services),,Опыт более 6 лет,ТОО KPMG,Астана
748,Специалист технической поддержки Битрикс24,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО IG Space,Алматы
749,Специалист поддержки пользователей Плюса (со знанием казахского языка),от 118 000 ₸ на руки,Без опыта,Яндекс Крауд: Поддержка,Рудный
750,Специалист поддержки пользователей Плюса (со знанием казахского языка),от 118 000 ₸ на руки,Без опыта,Яндекс Крауд: Поддержка,Темиртау
751,Специалист поддержки пользователей Плюса (со знанием казахского языка),от 118 000 ₸ на руки,Без опыта,Яндекс Крауд: Поддержка,Петропавловск
752,Менеджер по продажам - Битрикс 24,от 200 000 ₸ на руки,Без опыта,ТОО Первый БИТ,Алматы
753,Experienced Audit Assistant (General / Financial Services),,Опыт 1-3 года,ТОО KPMG,Алматы
754,Manager in Audit department (General / Financial Services),,Опыт более 6 лет,ТОО KPMG,Алматы
755,Supervisor in Audit department (General / Financial Services),,Опыт 3-6 лет,ТОО KPMG,Алматы
756,Marketing Supervisor (Audit),,Опыт 3-6 лет,ТОО KPMG,Алматы
757,VoIP Engineer,,Опыт 3-6 лет,International CPaaS Provider,Алматы
758,Senior Web Python Cloud Engineer,,Опыт 3-6 лет,"ТОО Epam Kazakhstan (Эпам Казахстан),ТОО",Караганда
759,Инженер ПТО по общестроительным работам,,Опыт 1-3 года,ЧК BI Development Ltd.,Астана
