ID,Vacancy_name,Salary,Experience,Company_name,Location
28,Администратор,180 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,Оздоровительный центр Айкуне,Астана
29,Администратор на ресепшен,250 000 – 800 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ARTER,Астана
30,Администратор в стоматологию,150 000 – 350 000 ₸ до вычета налогов,Без опыта,ТОО Орбита-Дэнт,Алматы
31,Администратор,250 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО TNI Group,Астана
32,Администратор медицинского центра,300 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Центр Косметологии,Астана
33,Администратор-управляющий в г. Алматы,600 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО FRIGG,Алматы
34,Администратор,250 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ИП Творческая мастерская Игра,Алматы
35,Администратор,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ХОД КОНЕМ-2021,Астана
36,Администратор в салон красоты,200 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО KRASNOE YABLOKO(ТОО Космокомес),Алматы
37,Администратор,180 000 – 400 000 ₸ до вычета налогов,Опыт 1-3 года,Оздоровительный центр Айкуне,Алматы
38,Администратор Региона Алматы,500 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО L`aroush Jewelry,Алматы
39,Администратор мебельного салона,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО Орматек,Астана
40,Администратор пластической хирургии,380 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Формат 2020,Астана
41,Администратор,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Patisson,Алматы
42,Администратор на ресепшен,130 000 – 150 000 ₸ до вычета налогов,Без опыта,ТОО Отель-санаторий Altyn Kargaly (ТОО Демалыс-К),Алматы
43,Администратор/медрегистратор в клинику,до 150 000 ₸ на руки,Опыт 1-3 года,ТОО Мегадент,Караганда
44,"Администратор в Гостевой дом ""DACHA""",300 000 – 600 000 ₸ на руки,Опыт 1-3 года,ИП CRAZHDIN,Астана
45,Администратор-управляющий в LOTO club г. Актобе,600 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО FRIGG,Актобе
46,Администратор в образовательном центре,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ИП Fibonacci,Алматы
47,Администратор в стоматологическую клинику,300 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ELITE-DENT (ЭЛИТА-ДЕНТ),Алматы
48,Администратор филиала ( ул.Туркестан 14А),300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ИП ДХС InDiGo,Астана
49,"Администратор Fix-price (мкр. Айнабулак,д.98 А, н.п.1)",252 000 – 277 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Бэст Прайс Казахстан,Алматы
50,Администратор,от 200 000 ₸ на руки,Без опыта,ТОО DOCTOR AZHENOV МЕДИЦИНА ОРТАЛЫҒЫ,Астана
51,Администратор ресепшн,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Клиника Lucy,Алматы
52,Старший администратор ресторана,от 500 000 ₸ на руки,Опыт 1-3 года,ТОО Жана-Самал,Алматы
53,Администратор салона красоты в сеть салонов ногтевого сервиса,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО GLAMOUR NAILS,Алматы
54,Администратор ресепшен,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Kerbez Panalau,Алматы
55,Администратор,от 300 000 ₸ на руки,Опыт 1-3 года,ИП ШАКАБАЕВ М.Р.,Астана
56,Администратор стоматологической клиники,300 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АЛЕМ ТРАНС КАРГО,Алматы
57,Администратор музыкальной студии,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО SEN studio,Алматы
58,Администратор Стоматологии Dental Clinic,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Dental clinic,Астана
59,Администратор фитнес-клуба Workout,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Сеть фитнес-клубов WORKOUT (ИП FB Zharokova),Алматы
60,Администратор,от 200 000 ₸ на руки,Опыт 1-3 года,ИП NOMAD,Астана
61,Администратор,от 310 000 ₸ на руки,Без опыта,ИП Мадина,Алматы
62,Администратор,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ИП КАРТБАЕВ Ж.Е.,Алматы
63,Администратор,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП Чайхона Этнос,Караганда
64,Администратор,140 000 – 260 000 ₸ до вычета налогов,Без опыта,ТОО Леград,Алматы
65,Администратор в стоматологию,280 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО ПРОСПЕРИТИ ФАРМ,Алматы
66,Менеджер-администратор,от 240 000 ₸ на руки,Опыт 1-3 года,ТОО On Clinic Almaty,Алматы
67,Администратор фитнес-клуба,140 000 – 200 000 ₸ на руки,Без опыта,ИП Иргалиева (Bronx Boxing Club),Астана
68,Администратор салона красоты,150 000 – 180 000 ₸ на руки,Без опыта,ИП ЕЛЕМЕСОВА Л.Ж.,Астана
69,Администратор в медицинский центр,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО ЛОР Центр Ай-Медикус,Астана
70,Администратор стоматологической клиники,от 180 000 ₸ на руки,Опыт 1-3 года,ТОО АПОСТОЛ ЖАНҰЯ,Алматы
71,Администратор в мебельный салон,до 450 000 ₸ до вычета налогов,Опыт 1-3 года,"ТОО Алма-Мебель, ТПК",Алматы
72,Администратор продаж,450 000 – 1 500 000 ₸ на руки,Опыт 3-6 лет,ИП TI detailing Karaganda,Караганда
73,Администратор,130 000 – 250 000 ₸ на руки,Без опыта,ИП Жусупбекова София,Астана
74,Администратор бизнес центра,до 400 000 ₸ на руки,Опыт 1-3 года,ТОО Бизнес парк Станица,Алматы
75,Менеджер-администратор,от 240 000 ₸ на руки,Опыт 1-3 года,ТОО On Clinic Almaty,Алматы
76,Администратор,до 200 000 ₸ на руки,Опыт 1-3 года,ТОО АМАНАТ МЕД АКАДЕМИ,Алматы
77,Администратор,160 000 – 180 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Клиника восстановительной медицины и реабилитации Fenix,Астана
78,Администратор салона красоты,250 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО KDS Service,Алматы
79,Администратор клиники,до 200 000 ₸ до вычета налогов,Без опыта,ТОО Endo Star,Алматы
80,Администратор в стоматологии,10 000 – 15 000 ₸ на руки,Опыт 1-3 года,ТОО AN.TN,Алматы
81,Администратор в детскую школу танцев,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ИП танцевальная школа GAMI,Алматы
82,Администратор,180 000 – 270 000 ₸ на руки,Без опыта,ТОО Max V,Алматы
83,Администратор,200 000 – 600 000 ₸ на руки,Опыт 1-3 года,ТОО FRIGG,Атырау
84,Администратор кафе,от 400 000 ₸ до вычета налогов,Опыт более 6 лет,ИП Тостаған,Астана
85,Администратор / Менеджер зала,390 000 – 390 000 ₸ на руки,Опыт 3-6 лет,ИП JamBull,Алматы
86,Администратор,160 000 – 220 000 ₸ на руки,Опыт 1-3 года,ТОО Агайын Спорт,Алматы
87,Администратор,250 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Fast Meals and Goods,Алматы
88,Администратор Комплекса,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО VBR Property,Алматы
89,Администратор клиники,от 220 000 ₸ на руки,Опыт 3-6 лет,ТОО Longevity Med,Алматы
90,Администратор в детский центр,150 000 – 200 000 ₸ на руки,Опыт 3-6 лет,ИП АКИМБАЕВА АЛЬМИРА,Алматы
91,Менеджер по работе с пациентами / Администратор,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Клиника Lucy,Алматы
92,Администратор стоматологии,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Сердалы,Алматы
93,Администратор торгового зала,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО Mycar Raiymbek,Алматы
94,Администратор в стоматологию,от 210 000 ₸ на руки,Опыт 1-3 года,ТОО AJGROUP,Астана
95,Администратор стоматологии,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО THE STOM,Астана
96,Администратор,150 000 – 170 000 ₸ на руки,Опыт 1-3 года,ТОО Центр психологии Семья и Детство,Павлодар
97,Администратор в стоматологическую клинику,120 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Tengrium Dental,Астана
98,Администратор торгового зала,130 000 – 250 000 ₸ на руки,Без опыта,ТОО Silkway Auto Aktobe,Актобе
99,Администратор,200 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Karina_GB,Астана
100,Администратор Минимаркета,240 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО KEY ONE,Астана
101,Администратор в студию йоги / менеджер по продажам,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО ZOE TRADE,Астана
102,Администратор,120 000 – 150 000 ₸ на руки,Без опыта,ТОО Торговый дом КазБел-Техника,Шымкент
103,Администратор в стоматологию,200 000 – 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Eurodent,Алматы
104,Администратор,180 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Sapa Dent EXPO,Астана
105,Администратор,от 230 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ГубкаОпт,Усть-Каменогорск
106,Администратор,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО URBAN AUTO,Алматы
107,Администратор онлайн школы,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО Медиашкола,Алматы
108,Администратор,до 498 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО ASP Holding,Алматы
109,Администратор ресепшен в игровой зал,180 000 – 250 000 ₸ на руки,Без опыта,ТОО Жана-Самал,Алматы
110,Администратор,от 250 000 ₸ до вычета налогов,Без опыта,ИП Табыс,Астана
111,Администратор ресторана,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ИП YS-KAZAKHSTAN,Алматы
112,Администратор,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Шинторг-центр,Актобе
113,Администратор в Fix Price (г.Костанай),252 000 – 277 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Бэст Прайс Казахстан,Костанай
114,Администратор ресторана,от 360 000 ₸ на руки,Опыт 1-3 года,ТОО DIBA GROUP,Астана
115,Администратор ресторана,от 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Iron Grill,Алматы
116,Администратор,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Частная Школа Пифагор,Алматы
117,Администратор ресторана,200 000 – 700 000 ₸ на руки,Опыт более 6 лет,ТОО MT Logistic,Астана
118,Администратор автомойки,от 110 000 ₸ на руки,Без опыта,ТОО Zapchasti LTD,Алматы
119,Администратор на ресепшен,200 000 – 225 000 ₸ на руки,Опыт 1-3 года,ТОО Торговый центр Строй Сити KZ,Алматы
120,Администратор на фуд-корт вТРЦ,350 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП Fresh Republic,Алматы
121,Менеджер продаж и работы с клиентами (администратор) в стартап,от 200 000 ₸ на руки,Без опыта,ТОО EYVA/ЭЙВА,Алматы
122,Администратор ресторана,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Балант,Алматы
123,Администратор,220 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО OPATRA LONDON (ОПАТРА ЛОНДОН),Алматы
124,Администратор,20 000 – 25 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Ануарбекова Д.,Алматы
125,Администратор стоматологической клиники,150 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО GD Dental,Астана
126,Администратор ресторана,17 000 – 20 000 ₸ на руки,Опыт 1-3 года,ИП Ахметов Парвиз,Алматы
127,Администратор тестового центра Pearson Edexcel,от 70 000 ₽ до вычета налогов,Опыт 1-3 года,EdEra School,Алматы
128,Администратор сервисного обслуживания,до 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Subaru Motor Almaty,Алматы
129,Администратор в стоматологическую клинику,150 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО ДиАнТа Дент,Алматы
130,Администратор стоматологической клиники,150 000 – 180 000 ₸ на руки,Опыт 1-3 года,ТОО Polimed Clinic,Алматы
131,Администратор медицинского центра,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО АйТим медикус,Алматы
132,Администратор,от 300 000 ₸ на руки,Опыт 3-6 лет,ИП Recruit expert,Алматы
133,Помощник администратора салона красоты,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Meet me group,Астана
134,Администратор AVENUE KARAOKE LOUNGE,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ИП FoodGasm,Алматы
135,Администратор клиники,,Опыт 1-3 года,ТОО Adal MedPharm,Алматы
136,Администратор,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Габбасова,Алматы
137,Администратор рецепции,150 000 – 150 000 ₸ на руки,Без опыта,ИП Бекзат,Алматы
138,Администратор медицинского центра,от 220 000 ₸ на руки,Опыт 1-3 года,ТОО Московский центр клеточных технологий,Алматы
139,Администратор ресторана на левом берегу,от 300 000 ₸ на руки,Опыт 1-3 года,ИП QAZAQ ELI (AQ AÑYZ),Астана
140,Администратор,15 000 – 16 000 ₸ на руки,Опыт 3-6 лет,ТОО Home chef 2020,Астана
141,Старший администратор,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Центр Красоты и Здоровья НикОль,Алматы
142,Администратор в стоматологию,от 150 000 ₸ на руки,Опыт 1-3 года,ТОО Highvill Clinic,Астана
143,Администратор,,Опыт 1-3 года,ТОО FIRCaspian,Актау
144,Администратор,от 400 000 ₸ до вычета налогов,Без опыта,ТОО ROYAL DESING GROUP (РОЯЛ ДИЗАЙН ГРУП),Астана
145,Администратор-менеджер (медицинский центр),400 – 800 $ на руки,Опыт 1-3 года,ООО Симметрия,Алматы
146,Администратор ресепшен,от 180 000 ₸ на руки,Опыт 1-3 года,ТОО DONATELLO,Алматы
147,Администратор демонстрационного зала,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО СемМед,Алматы
148,Администратор,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Жетибаева Эльназ,Алматы
149,Администратор,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ИП Әбубәкір,Алматы
150,Администратор,160 000 – 200 000 ₸ на руки,Без опыта,ТОО Pianist,Алматы
151,Администратор-кассир клиники,200 000 – 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО TEFIA IVF AGENCY (ТЕФИА АЙВИЭФ ЭДЖЭНСИ),Алматы
152,Администратор,до 215 000 ₸ на руки,Опыт 1-3 года,АО Aitas KZ,Усть-Каменогорск
153,Администратор в LOTO club г. Туркестан,600 000 – 800 000 ₸ на руки,Опыт 1-3 года,ТОО FRIGG,Алматы
154,Администратор,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Лазерный центр Коновалова,Астана
155,Администратор бизнес центра,от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Colliers Kazakhstan,Алматы
156,Администратор стоматологии,от 200 000 ₸ на руки,Опыт 1-3 года,TOP DENT,Алматы
157,Администратор ресторана,250 000 – 270 000 ₸ на руки,Опыт 3-6 лет,ИП Куандыков И.Е.,Алматы
158,Администратор,150 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО TDZ,Уральск
159,Администратор,от 180 000 ₸ на руки,Опыт 1-3 года,ТОО Центр Красоты и Здоровья НикОль,Алматы
160,Администратор,240 000 – 360 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Карголайн Казахстан,Алматы
161,Администратор,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ИП Manco group,Алматы
162,Администратор на рецепшн,до 140 000 ₸ до вычета налогов,Без опыта,"ИП World-Class, ТМ (ИП Игнатенко)",Атырау
163,Администратор,,Опыт 3-6 лет,ТОО Крендель,Павлодар
164,Администратор торгового зала KAIYI,180 000 – 180 000 ₸ на руки,Опыт 1-3 года,ТОО EURASIA MOTOR ALMATY,Алматы
165,Администратор,от 150 ₸ на руки,Без опыта,ТОО Smart Sales KZ,Ушарал
166,Администратор,от 500 $ на руки,Без опыта,ООО Флора-Ф,Алматы
167,Администратор,от 170 000 ₸ на руки,Без опыта,ИП Правовой пульс,Алматы
168,Администратор,250 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО LA2ORA,Алматы
169,Администратор,,Без опыта,ТОО NOVA East,Семей
170,Администратор,,Опыт 1-3 года,ИП Салават,Астана
171,Администратор,180 000 – 220 000 ₸ на руки,Опыт 1-3 года,ИП Каспарова А.В. Дилижанс-шоу,Астана
172,Администратор,от 150 ₸ на руки,Без опыта,ТОО Smart Sales KZ,Семей
173,Администратор,150 000 – 350 000 ₸ до вычета налогов,Без опыта,ТОО be ALDA,Астана
174,Администратор,200 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Konstrukt (project and development group),Актобе
175,Администратор,250 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП Винокурова Е.А,Астана
176,Администратор,100 000 – 120 000 ₸ на руки,Опыт 1-3 года,ИП SAUAT,Караганда
177,Администратор,180 000 – 240 000 ₸ на руки,Без опыта,ИП Джаужанов Д.С.,Караганда
178,Администратор,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,"Сеть супермаркетов Суровский, ИП Едаменко Андрей Александрович",Уральск
179,Администратор,от 250 000 ₸ на руки,Без опыта,ТОО Q4TULPAR_AUTO,Астана
180,Администратор,170 000 – 230 000 ₸ на руки,Без опыта,ТОО Pianist,Астана
181,Администратор,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,"Сеть супермаркетов Суровский, ИП Едаменко Андрей Александрович",Уральск
182,Администратор,200 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Konstrukt (project and development group),Атырау
183,Администратор,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО Dostar coffee,Астана
184,Администратор,240 000 – 240 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Қалмырза,Астана
185,Администратор,от 200 000 ₸ на руки,Опыт 1-3 года,Тян Марина,Алматы
186,Администратор,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО Dostar coffee,Астана
187,Администратор,150 000 – 200 000 ₸ на руки,Без опыта,ИП Адамова М.А.,Караганда
188,Администратор Hostel,230 000 – 230 000 ₸ на руки,Опыт 1-3 года,ТОО Caspi Auto Atyrau,Алматы
189,Администратор,от 200 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ФЭМИЛИСТОМ,Алматы
190,Администратор,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Семейно-Психологический Центр Кидо,Алматы
191,Администратор,,Без опыта,ИП Sali,Алматы
192,Администратор,160 000 – 250 000 ₸ до вычета налогов,Без опыта,ТОО AZIZ DENT,Уральск
193,Администратор,180 000 – 200 000 ₸ на руки,Опыт 1-3 года,"ИП АУЕСБАЕВА ЕРКЕЖАН ЕРМЕКОВНА (Uniqkids), ИП",Астана
194,Администратор,200 000 – 220 000 ₸ на руки,Опыт 1-3 года,ИП Казьмина Г.В,Алматы
195,Администратор,240 000 – 250 000 ₸ на руки,Опыт 3-6 лет,ИП TERRA,Астана
196,Администратор,от 150 000 ₸ на руки,Без опыта,ТОО WOW LAND,Караганда
197,Администратор,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО K&K GmbH,Алматы
198,Администратор,250 000 – 450 000 ₸ на руки,Опыт 1-3 года,ИП Винокурова Е.А,Астана
199,Администратор,200 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Частная школа Vector,Алматы
200,Администратор,,Опыт 1-3 года,ТОО GLOBAL COFFEE MANAGEMENT,Шымкент
201,Администратор,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО NRG LLP,Экибастуз
202,Администратор,180 000 – 200 000 ₸ на руки,Без опыта,ИП БИЖАНОВА Г. С.,Астана
203,Администратор,от 200 000 ₸ на руки,Без опыта,ТОО Q4TULPAR_AUTO,Костанай
204,Администратор,180 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Зерделі,Астана
205,Администратор,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ProCoffee,Шымкент
206,Администратор,120 000 – 270 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Иванова (TERRASPORT fitness club),Усть-Каменогорск
207,Администратор,250 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ИП Coffeevarka kz,Алматы
208,Администратор,120 000 – 150 000 ₸ на руки,Опыт 1-3 года,ТОО ND Lakshmi,Алматы
209,Администратор,от 250 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО PROF EXPERT BEAUTY,Алматы
210,Администратор,150 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Стоматологическая клиника Ortho-Life(Орто-Лайф),Атырау
211,Администратор,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Oftum Kazakhstan LLP,Алматы
212,Администратор,,Опыт 1-3 года,ИП NIK GROUP,Шымкент
213,Администратор,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Зерделі,Астана
214,Администратор,150 000 – 200 000 ₸ на руки,Опыт 1-3 года,ТОО Diyas Dental Clinic,Астана
215,Администратор,от 150 ₸ на руки,Без опыта,ТОО Smart Sales KZ,Алматы
216,Администратор,130 000 – 130 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Kazglobalsolution,Атырау
217,Администратор,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Габбасова,Алматы
218,"Администратор Fix-price (,г.Аксу,ул.М.О. Ауэзова,д.79, н.п. 67)",252 000 – 277 000 ₸ до вычета налогов,Без опыта,ТОО Бэст Прайс Казахстан,Аксу (Павлодар.обл)
219,Офис менеджер c возможностью карьерного роста,от 150 000 ₸ на руки,Опыт 1-3 года,ТОО YES EXCHANGE,Алматы
220,Системный администратор,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО АМК-Метиз,Алматы
221,Кассир-оценщик в одну из крупнейших сетей ломбардов (Астана),220 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Астана
222,Кассир-оценщик (Шымкент) в одну из крупнейших сетей ломбардов,220 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Шымкент
223,Продавец-консультант Алматы,300 000 – 1 500 000 ₸ на руки,Без опыта,ТОО Дико&Полезно,Алматы
224,Менеджер ресторанa Take Eat Easy,,Опыт 1-3 года,ТОО TAKE EAT EASY GROUP,Астана
225,Продавец-консультант Караганда,300 000 – 1 500 000 ₸ на руки,Без опыта,ТОО Дико&Полезно,Караганда
226,Менеджер по продажам и работе с клиентами,450 000 – 900 000 ₸ на руки,Опыт 1-3 года,ИП М.двери (Пон В.В.),Шымкент
227,Кассир-оценщик с удобным графиком в ломбард,250 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Алматы
228,Ломбардқа кассир-бағалаушы,250 000 – 500 000 ₸ на руки,Без опыта,ТОО Ломбард Белый TM,Алматы
229,Администратор клиники,100 000 – 150 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО MirAlemDent Stom,Атырау
230,"Администратор магазина (ул. Момышулы, 126)",252 000 – 277 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Бэст Прайс Казахстан,Экибастуз
231,Продавец-консультант с перспективой карьерного роста,250 000 – 500 000 ₸ на руки,Без опыта,ТОО МЕГАСТРОЙ DIY,Астана
232,Администратор ресепшн в фитнес-клуб,200 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Fitness & Martial arts Management,Алматы
233,Менеджер по продажам металлопроката в город Алматы,500 000 – 800 000 ₸ на руки,Без опыта,ТОО ГК Велунд Сталь-Алматы,Алматы
234,Продавец-консультант в Шымкент,300 000 – 1 500 000 ₸ до вычета налогов,Без опыта,ТОО Дико&Полезно,Шымкент
235,Администратор торгового зала,260 000 – 270 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Павлодар Маг 11,Алматы
236,"Администратор (кинотеатр Movie House, Astana)",200 000 – 500 000 ₸ на руки,Опыт 1-3 года,ИП Амир М,Астана
237,Администратор торгового зала,150 000 – 170 000 ₸ на руки,Без опыта,ТОО СТОРК-КАЗАХСТАН,Усть-Каменогорск
238,"Администратор-управляющая/управляющий в LOTO club, г. Актобе, г. Карабулак, г. Туркестан",600 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО FRIGG,Алматы
