ID,Vacancy_name,Salary,Experience,Company_name,Location
25,Бухгалтер материального стола,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО ИНОСТРАННОЕ ПРЕДПРИЯТИЕ КОМПАНИЯ МАОЛИН,Алматы
26,Бухгалтер,от 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Asstra Almaty,Алматы
27,Старший бухгалтер/ Заместитель главного бухгалтера,600 000 – 700 000 ₸ на руки,Опыт более 6 лет,ТОО Энерго-решение,Алматы
28,Бухгалтер по поступлению товаров и услуг,от 450 000 ₸ на руки,Опыт 1-3 года,ТОО GT oil service,Алматы
29,Бухгалтер,от 400 000 ₸ на руки,Опыт более 6 лет,ИП КАРИБЖАНОВА Ж.Г,Алматы
30,Бухгалтер в одном лице,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Rocket S,Алматы
31,Бухгалтер в единственном лице,700 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ЧК MOST HOLDING LIMITED,Алматы
32,Главный бухгалтер,550 000 – 600 000 ₸ до вычета налогов,Опыт более 6 лет,ИП Сапаров Т.М.,Актобе
33,Помощник главного бухгалтера,300 000 – 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО BORIBAY GROUP,Алматы
34,Главный бухгалтер,800 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО GB Consult,Алматы
35,Бухгалтер материального стола,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Нурай-Н,Костанай
36,Бухгалтер по первичной документации,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО BEAUTY LUX,Алматы
37,Помощник главного бухгалтера,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,SDC FZE,Алматы
38,Бухгалтер в одном лице,350 000 – 550 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО EURASIA SERVICE TRADE,Астана
39,Бухгалтер на первичную документацию,250 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО AUTO TIRES,Алматы
40,Помощник бухгалтера,от 200 000 ₸ на руки,Без опыта,ТОО Tyre Distribution Kazakhstan,Алматы
41,Ведущий бухгалтер материальной группы,450 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ТОО Tranco Industrial Railways Transportation,Караганда
42,Бухгалтер на материальный стол,400 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Гулденустрой,Алматы
43,Бухгалтер,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Оптимальный,Караганда
44,Бухгалтер-кассир,от 300 000 ₸ до вычета налогов,Опыт 1-3 года,ИП AvtoWinner,Караганда
45,Бухгалтер,от 400 000 ₸ на руки,Опыт более 6 лет,ТОО НК Компани,Караганда
46,Бухгалтер,600 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ИП Григорян С М,Алматы
47,Бухгалтер материального стола,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО QAZ SVET,Астана
48,Главный бухгалтер,500 000 – 700 000 ₸ на руки,Без опыта,ТОО JOBAM,Астана
49,Бухгалтер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО 125 HIGH SCHOOL,Туркестан
50,Заместитель главного бухгалтера,500 000 – 800 000 ₸ на руки,Опыт 3-6 лет,Группа компаний SILLAN,Астана
51,Главный бухгалтер,500 000 – 700 000 ₸ на руки,Без опыта,ТОО JOBAM,Астана
52,Бухгалтер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО 125 HIGH SCHOOL,Туркестан
53,Заместитель главного бухгалтера,500 000 – 800 000 ₸ на руки,Опыт 3-6 лет,Группа компаний SILLAN,Астана
54,Помошник Бухгалтера,250 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО ПрокСтройПоставки,Астана
55,Главный бухгалтер,800 000 – 1 000 000 ₸ на руки,Опыт более 6 лет,ТОО Lead Partners,Алматы
56,Бухгалтер,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Global Consult RS,Астана
57,Бухгалтер материального стола,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО DIBA GROUP,Астана
58,Главный бухгалтер,от 700 000 ₸ на руки,Опыт 3-6 лет,ТОО Производственное объединение ASCOR,Павлодар
59,Младший бухгалтер,от 200 000 ₸ на руки,Без опыта,ТОО Uno Group,Алматы
60,Бухгалтер - кассир,300 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Merey 2030,Алматы
61,Бухгалтер,от 450 000 ₸ на руки,Опыт 1-3 года,ТОО HAS Global Logistic,Алматы
62,Бухгалтер,от 500 000 ₸ до вычета налогов,Опыт 1-3 года,ИП AppleBeat,Алматы
63,Бухгалтер,от 470 000 ₸ на руки,Опыт 3-6 лет,ТОО ППК Парус,Алматы
64,Помощник бухгалтера,150 000 – 350 000 ₸ на руки,Без опыта,ТОО TECHNO POWER,Алматы
65,Бухгалтер материального стола,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Таджикская Мукомольная Компания,Астана
66,Бухгалтер,350 000 – 350 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО ATRAK,Астана
67,Бухгалтер,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Торговый Дом Sigma Brau,Шымкент
68,Главный бухгалтер,от 800 000 ₸ на руки,Опыт 3-6 лет,ТОО Apple Tech Kazakhstan,Алматы
69,Бухгалтер по реализации,300 000 – 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Unipark,Астана
70,Старший бухгалтер,500 000 – 800 000 ₸ на руки,Опыт 3-6 лет,ТОО МИКРОФИНАНСОВАЯ ОРГАНИЗАЦИЯ AUTO SIYLIQ FINANCE,Алматы
71,Бухгалтер в аутсорсинговую компанию,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО MASSCORP,Астана
72,Бухгалтер,от 300 000 ₸ на руки,Опыт 1-3 года,ИП Рабилов,Алматы
73,Бухгалтер (помощник главного бухгалтера),от 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Кислородный завод Оксипром,Алматы
74,Главный бухгалтер,до 800 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Breezy Kazakhstan,Алматы
75,Бухгалтер,300 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Бастау,Кокшетау
76,Заместитель главного бухгалтера,499 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Управляющая компания Шаңырақ,Астана
77,Бухгалтер - оператор,350 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ИП АСК,Алматы
78,Бухгалтер,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО GB Consult,Алматы
79,Главный бухгалтер,200 000 – 450 000 ₸ на руки,Опыт 1-3 года,ТОО Silkway Auto Aktobe,Актобе
80,Бухгалтер-калькулятор,600 000 – 1 000 000 ₸ на руки,Опыт более 6 лет,ИП Fruit Republic ALА,Алматы
81,Бухгалтер на первичную документацию,300 000 – 301 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Ситиснаб,Астана
82,Бухгалтер,350 000 – 500 000 ₸ на руки,Опыт более 6 лет,ТОО ZORIG,Алматы
83,Бухгалтер,63 000 – 70 000 ₽ на руки,Опыт 1-3 года,KuchenLand,Караганда
84,Помощник бухгалтера,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО СахарПром-Казахстан,Алматы
85,Бухгалтер,260 000 – 300 000 ₸ на руки,Опыт 1-3 года,ИП ARTIS (ИП Темиркаев),Павлодар
86,Главный бухгалтер,600 000 – 700 000 ₸ до вычета налогов,Опыт более 6 лет,ИП Venerdi,Алматы
87,Главный бухгалтер,до 544 500 ₸ до вычета налогов,Опыт 3-6 лет,ТОО QNP Business partner,Караганда
88,Бухгалтер,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Бюро Учета и Отчетности,Астана
89,Бухгалтер,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Пивное подворье,Актобе
90,Ведущий бухгалтер,500 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Azimut solutions,Алматы
91,Бухгалтер-операционист,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО RAS CO,Алматы
92,"Главный бухгалтер, Бухгалтер в одном лице",от 500 000 ₸ на руки,Опыт 3-6 лет,ИП Центр обслуживания бизнеса Актив (ИП Тодорова М.А.),Астана
93,Бухгалтер на участок банк-клиент,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО РОКАТ,Алматы
94,Помощник бухгалтера,250 000 – 270 000 ₸ на руки,Опыт 1-3 года,ТОО МетТрансТерминал - Алматы,Алматы
95,Главный бухгалтер,от 700 000 ₸ на руки,Опыт 3-6 лет,ТОО DONATELLO,Алматы
96,Бухгалтер по заработной плате,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Lotte Global Logistics Kazakhstan,Алматы
97,Бухгалтер по ИП,250 000 – 550 000 ₸ на руки,Опыт 1-3 года,ТОО Таксопарк №1,Алматы
98,Бухгалтер,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Арыстан Building company,Караганда
99,Главный бухгалтер,450 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО PRIME STUDY,Астана
100,Бухгалтер,350 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО МИСТЕРИЯ-КАЗАХСТАН,Алматы
101,Бухгалтер,до 300 000 ₸ на руки,Опыт 1-3 года,Компания Грандстрой,Шымкент
102,Бухгалтер на первичную документацию,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Progres Produkt,Караганда
103,Бухгалтер,300 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Корпорация Астана - Стройинвест,Алматы
104,Бухгалтер,300 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Гартекс-А,Астана
105,Главный бухгалтер в единственном лице,800 000 – 900 000 ₸ на руки,Опыт 3-6 лет,ГЛТ,Алматы
106,Бухгалтер,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО BAUTEN,Алматы
107,Бухгалтер на участок банк-клиент,350 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО MaxiPay,Алматы
108,Бухгалтер-кассир,246 000 – 370 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Агротоп,Шымкент
109,Бухгалтер,250 000 – 250 000 ₸ на руки,Без опыта,ТОО Fortune PROM,Алматы
110,Ведущий бухгалтер,от 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Досходжаева Э Ш,Алматы
111,Бухгалтер материального стола,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО AGROFOOD LTD,Алматы
112,Главный бухгалтер,до 670 000 ₸ до вычета налогов,Опыт более 6 лет,Тойота Центр / Лексус Центр (ТОО Автоцентр Актобе),Актобе
113,Бухгалтер,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО SNG Group KZ (СНГ Групп КЗ),Астана
114,Бухгалтер по работе с первичной документацией,250 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Строймонтажконсалтинг-10,Алматы
115,Помощник бухгалтера,от 200 000 ₸ на руки,Опыт 1-3 года,ИП Кусаинова Ф.А.,Алматы
116,Бухгалтер (ритейл),до 350 000 ₸ до вычета налогов,Без опыта,ТОО Breezy Kazakhstan,Алматы
117,Бухгалтер на первичную документацию,250 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО СТАЛЬ СЕРВИС КАЗАХСТАН-АЛМАТЫ,Алматы
118,Бухгалтер,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО 2ANY1,Алматы
119,Старший бухгалтер,400 000 – 470 000 ₸ на руки,Опыт 3-6 лет,ТОО HUMAN CAPITAL GROUP,Алматы
120,Бухгалтер на первичную документацию,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО STS Partners,Алматы
121,Бухгалтер,от 250 000 ₸ на руки,Опыт 1-3 года,ТОО Алтын Алма,Семей
122,Бухгалтер,до 380 000 ₸ на руки,Опыт 1-3 года,АО АБДИ Компани,Алматы
123,Старший бухгалтер,от 751 050 ₸ до вычета налогов,Опыт 3-6 лет,ИП Kamisana Мобильная Бухгалтерия,Алматы
124,Бухгалтер материального стола,300 000 – 375 000 ₸ на руки,Опыт 3-6 лет,ИП PASSO CHANTAL,Астана
125,Заместитель главного бухгалтера,500 000 – 700 000 ₸ на руки,Опыт 3-6 лет,ТОО GB Consult,Алматы
126,Бухгалтер по реализации и первичной документации,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Capella,Алматы
127,Бухгалтер материальный,от 300 000 ₸ на руки,Опыт более 6 лет,ТОО Bah_Asmar,Сарыагаш
128,Ведущий бухгалтер,499 000 – 625 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Агротоп,Шымкент
129,Бухгалтер на первичную документацию,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Бизнес парк Станица,Алматы
130,Бухгалтер,150 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Литпромазия,Тараз
131,Бухгалтер по первичной документации (в офисе),250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Технология Учета,Астана
132,Бухгалтер,350 000 – 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Удачная Покупка,Уральск
133,Главный бухгалтер,от 1 000 000 ₸ на руки,Опыт более 6 лет,ТОО GT oil service,Алматы
134,Бухгалтер-кассир в ресторанный холдинг SUN GROUP,400 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО РестоГруп,Алматы
135,Бухгалтер,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Радость предпринимателя,Алматы
136,Главный бухгалтер,1 000 000 – 1 000 000 ₸ до вычета налогов,Опыт 3-6 лет,“Unicorn Holdings Limited”,Астана
137,Главный бухгалтер,850 000 – 850 000 ₸ на руки,Опыт более 6 лет,ТОО Гамма Жихаз,Актобе
138,Помощник главного бухгалтера,от 200 000 ₸ на руки,Опыт 1-3 года,ТОО ЖИҺАЗ ПЕТРОПАВЛОВСК,Петропавловск
139,Бухгалтер в Jetour,350 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО DOSCAR GROUP,Алматы
140,Младший бухгалтер,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО Royal Flowers,Алматы
141,Бухгалтер в аутсорсинг / Помощник главного бухгалтера / Бухгалтер на участок,до 400 000 ₸ на руки,Опыт 3-6 лет,ТОО LC-Audit,Алматы
142,Заместитель главного бухгалтера,от 550 000 ₸ на руки,Опыт 3-6 лет,ТОО ППК Парус,Алматы
143,Главный бухгалтер,400 000 – 600 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО СПЕЦПРОЕКТПРОГРЕСС,Астана
144,Бухгалтер,300 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО KazAllianceGroup,Актау
145,Бухгалтер-Казначей/Бухгалтер по банковским операциям,,Опыт 3-6 лет,ТОО Art Building Group,Алматы
146,Бухгалтер,400 000 – 500 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Global Market Palace,Алматы
147,Бухгалтер,от 370 000 ₸ на руки,Опыт 1-3 года,ТОО Дьюфри Централ Эйжа,Астана
148,Бухгалтер по расчету заработной платы,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,"ИП World-Class, ТМ (ИП Игнатенко)",Астана
149,Помощник бухгалтера,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО MIRVA GROUP,Алматы
150,Бухгалтер-кассир,300 000 – 300 000 ₸ на руки,Опыт 1-3 года,ТОО Галерея Центр,Астана
151,Ведущий бухгалтер,300 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО Любимый Дом Астана,Астана
152,Главный бухгалтер,от 700 000 ₸ на руки,Опыт 3-6 лет,ТОО Tattibay,Алматы
153,Бухгалтер,до 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО SND Engineering,Астана
154,Бухгалтер по работе с поставщиками,300 000 – 300 000 ₸ до вычета налогов,Опыт 1-3 года,ТОО Фирма Стальмонтаж,Павлодар
155,Бухгалтер,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО ГидроТехСнаб Астана,Каскелен
156,Бухгалтер,от 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Диал-Строй,Алматы
157,Бухгалтер,400 000 – 450 000 ₸ на руки,Опыт 3-6 лет,ТОО AlmatyEngineering,Алматы
158,Помощник главного бухгалтера,230 000 – 230 000 ₸ на руки,Опыт 1-3 года,Coffee Group,Алматы
159,Бухгалтер,до 450 000 ₸ на руки,Опыт 1-3 года,ТОО NeoCredit (МФО LEGAL MONEY),Алматы
160,Бухгалтер кассового контроля,до 320 000 ₸ до вычета налогов,Опыт 1-3 года,Спортмастер Казахстан,Астана
161,Бухгалтер для сбора документации,от 250 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Сапа Курылыс 2007,Алматы
162,Бухгалтер по производству,от 700 000 ₸ до вычета налогов,Опыт более 6 лет,ИП ПИР,Алматы
163,Бухгалтер по налоговому учету,600 000 – 600 000 ₸ на руки,Опыт более 6 лет,ТОО NURMAX-K,Алматы
164,Бухгалтер - помощник бухгалтера,150 000 – 400 000 ₸ на руки,Опыт 1-3 года,ТОО Элит Макс Строй,Алматы
165,Бухгалтер по производству,от 250 000 ₸ на руки,Без опыта,ТОО Qaz Package,Алматы
166,Бухгалтер,250 000 – 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Азат и Д,Костанай
167,Помощник главного бухгалтера,от 300 000 ₸ на руки,Опыт 1-3 года,ИП Ким П. Ю,Алматы
168,Главный бухгалтер,400 000 – 500 000 ₸ на руки,Опыт 3-6 лет,ТОО FERROOM Almaty,Актобе
169,Бухгалтер,от 280 000 ₸ на руки,Опыт 1-3 года,ТОО Галерея Новостроек,Алматы
170,Бухгалтер-экономист,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО Строительные системы Казахстан,Караганда
171,Бухгалтер,300 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО INDEPENDENT LAWYERS GROUP,Алматы
172,Бухгалтер в единственном лице,600 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО ТД Сфера-энергия,Астана
173,Бухгалтер,300 000 – 500 000 ₸ на руки,Опыт 1-3 года,ТОО EGSAT Consulting,Алматы
174,Заместитель главного бухгалтера,500 000 – 550 000 ₸ на руки,Опыт более 6 лет,ТОО Black Biotechnology (Блэк Биотехнолоджи),Алматы
175,Бухгалтер в одном лице (приходящий),300 000 – 400 000 ₸ на руки,Опыт более 6 лет,ТОО Alma Chocolates,Алматы
176,Бухгалтер,150 000 – 350 000 ₸ до вычета налогов,Опыт более 6 лет,ТОО GraSS-KZ (ГраСС-КЗ),Атырау
177,Главный бухгалтер,400 000 – 500 000 ₸ до вычета налогов,Опыт 1-3 года,ИП Дятъково,Алматы
178,Бухгалтер-кассир,от 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ТОО Ruba Technology,Алматы
179,Бухгалтер - кассир,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО Дьюфри Централ Эйжа,Астана
180,Бухгалтер материального стола,до 450 000 ₸ до вычета налогов,Опыт 3-6 лет,"ТОО Алма-Мебель, ТПК",Алматы
181,Заместитель главного бухгалтера,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО DAS Sauda,Тараз
182,Бухгалтер,320 000 – 380 000 ₸ на руки,Опыт 3-6 лет,ТОО UBC Service Kazakhstan,Алматы
183,Бухгалтер по расчету заработной платы,до 360 000 ₸ на руки,Опыт 3-6 лет,ТОО Карина Paper (Карина Пейпа),Алматы
184,Бухгалтер на первичную документацию,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО MIS Kazakhstan,Алматы
185,Бухгалтер,от 270 000 ₸ на руки,Опыт 1-3 года,ТОО ВентПремиум,Алматы
186,Начинающий бухгалтер,85 000 – 200 000 ₸ на руки,Без опыта,ТОО НПК (научно-производственная компания) Сапа KZ,Алматы
187,Бухгалтер по учету ТМЦ,308 000 – 308 000 ₸ на руки,Опыт 3-6 лет,ИП Грознова С.А,Караганда
188,Бухгалтер на первичную документацию,,Опыт 1-3 года,Группа компаний НХЛ,Алматы
189,Бухгалтер материального стола,370 000 – 420 000 ₸ на руки,Опыт 1-3 года,ТОО ErgoPack,Алматы
190,Бухгалтер на первичную документацию,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО GLOMOS (ГЛОМОС),Актобе
191,Заместитель главного бухгалтера,400 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Merey 2030,Алматы
192,Бухгалтер по разовым услугам,,Без опыта,"ASTEL, АО",Алматы
193,Главный бухгалтер,600 000 – 1 000 000 ₸ на руки,Опыт более 6 лет,ТОО Big Business Consulting,Алматы
194,Помощник главного бухгалтера.,200 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Беварт Инжиниринг,Астана
195,Бухгалтер по производству,от 350 000 ₸ на руки,Опыт 1-3 года,ТОО ИНОСТРАННОЕ ПРЕДПРИЯТИЕ КОМПАНИЯ МАОЛИН,Каскелен
196,Помощник бухгалтера,от 150 000 ₸ до вычета налогов,Без опыта,ТОО Компания Бағыт Консалтинг,Астана
197,Бухгалтер по реализации,230 000 – 230 000 ₸ на руки,Опыт 1-3 года,ТОО Тех.эксперт,Усть-Каменогорск
198,Бухгалтер,от 400 000 ₸ на руки,Опыт 1-3 года,ТОО Apple Tech Kazakhstan,Алматы
199,Бухгалтер,до 350 000 ₸ на руки,Опыт 1-3 года,ТОО Автора,Алматы
200,Бухгалтер оператор,,Опыт 1-3 года,ТОО МИЛХ,Алматы
201,Бухгалтер на первичную документацию,300 000 – 320 000 ₸ до вычета налогов,Опыт более 6 лет,Нек. орг. Негосударственное учреждение Независимое агентство по обеспечению качества в образовании,Астана
202,Бухгалтер-калькулятор,250 000 – 400 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП СҰЛТАНМАХМҰТ,Усть-Каменогорск
203,Главный бухгалтер,700 000 – 960 000 ₸ на руки,Опыт 3-6 лет,ТОО RB Brands,Алматы
204,Младший бухгалтер,от 300 000 ₸ на руки,Опыт 1-3 года,ТОО SAN Partners,Алматы
205,Бухгалтер,,Опыт 1-3 года,ТОО Масло-Дел,Алматы
206,Бухгалтер по учету ТМЦ,250 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО ALMATY KAGAZY,Алматы
207,Бухгалтер на авансовые отчеты,250 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО РОКАТ,Алматы
208,Бухгалтер,350 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО Urban Complete,Алматы
209,"Бухгалтер на первичку в филиал, г. Актобе",250 000 – 250 000 ₸ на руки,Опыт 3-6 лет,ТОО Торговый Дом ЭлитФиш,Актобе
210,Помощник главного бухгалтера,до 250 000 ₸ на руки,Опыт 1-3 года,ТОО ПКФ БС Групп,Алматы
211,Бухгалтер,300 000 – 350 000 ₸ на руки,Опыт 3-6 лет,ТОО ACM Partners,Астана
212,Бухгалтер,350 000 – 350 000 ₸ на руки,Опыт 1-3 года,ТОО ESQ (ЭСКью),Алматы
213,Бухгалтер на первичную документацию,от 79 000 ₽ на руки,Опыт 1-3 года,LIMONI,Алматы
214,Помощник бухгалтера в международную бухгалтерскую компанию (Алматы),120 000 – 150 000 ₸ на руки,Без опыта,ТОО Камерир,Алматы
215,Бухгалтер-казначей,от 350 000 ₸ на руки,Опыт 3-6 лет,ТОО Дим Строй,Усть-Каменогорск
216,Бухгалтер на реализацию и материальный стол,250 000 – 300 000 ₸ на руки,Опыт 3-6 лет,ТОО ТД ipol,Астана
217,Бухгалтер,350 000 – 600 000 ₸ на руки,Опыт 3-6 лет,ТОО Big Business Consulting,Алматы
218,Бухгалтер-кассир,230 000 – 250 000 ₸ на руки,Опыт 1-3 года,ТОО Экофуд Трейд,Караганда
219,"Бухгалтер по учету ТМЦ, по реализации, по налогам",,Опыт 3-6 лет,ТОО Qazaq Stroy,Алматы
220,Бухгалтер материального стола,350 000 – 350 000 ₸ до вычета налогов,Опыт 3-6 лет,ИП Plum Tea,Астана
221,Бухгалтер на производство (материальный стол),,Опыт 3-6 лет,ТОО Штадлер Казахстан,Астана
222,Бухгалтер в единственном лице,от 400 000 ₸ на руки,Опыт 3-6 лет,ТОО TEPLOSTIL,Алматы
223,Бухгалтер материального стола,300 000 – 400 000 ₸ на руки,Опыт 3-6 лет,ТОО ANESCOM,Астана
